model,protocol_checkpoint,device,device_name,latency_mean_ms,latency_median_ms,latency_p25_ms,latency_p75_ms,latency_p95_ms,throughput_samples_per_s,warmup_runs,timed_runs,gpu_allocator_current_mb,gpu_allocator_peak_mb,trainable_params,trainable_params_m,flops,flops_g,macs_estimated,macs_g_estimated,weights_size_mb,savedmodel_size_mb,flop_profiler_note,profiler_architecture,checkpoint_path,checkpoint_manifest_path,checkpoint_sha256,tf_gpu_allocator,tf_force_gpu_allow_growth,flops_worker_exit_code,runtime_worker_exit_code
MHFL-MCA,stage2,gpu,/GPU:0,4.4232663,4.5292,3.82405,4.91835,5.12766,226.077276875688,100,1000,28.169857025146484,41.084896087646484,7380173,7.380173,243171883,0.243171883,121585941,0.1215859415,28.226341247558594,28.758880615234375,TensorFlow graph float operations; batch size = 1; MACs are estimated as FLOPs / 2.,isolated_cpu_flops_gpu_runtime,${MHFL_SUITE_ROOT}/checkpoints/full_20260807_r1/kaist_stage2_full_seed20260806.weights.h5,${MHFL_SUITE_ROOT}/checkpoints/full_20260807_r1/kaist_stage2_full_seed20260806.manifest.json,e5a0fc8a3b8fc07a79300a65599bcc074dd0a56123b22b9153c68f58862e266e,cuda_malloc_async,true,0,0
