n_train,Acc_2Nm_mean,Acc_2Nm_std,F1_2Nm_mean,F1_2Nm_std,Prec_2Nm_mean,Prec_2Nm_std,Recall_2Nm_mean,Recall_2Nm_std,Acc_4Nm_mean,Acc_4Nm_std,F1_4Nm_mean,F1_4Nm_std,Prec_4Nm_mean,Prec_4Nm_std,Recall_4Nm_mean,Recall_4Nm_std
5,0.501125,0.10108219118618274,0.4758055007521167,0.11636754511854522,0.4855468340291575,0.11677818941183186,0.501125,0.10108219118618275,0.46612499999999996,0.08194653363626798,0.44458225246113514,0.09520814551699128,0.4658508746852981,0.10729655748039804,0.466125,0.08194653363626801
