variant,n_train,run_idx,seed,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,train_accuracy,heldout_accuracy,generalization_gap,split_signature,data_signature,hyperparameter_signature,source_type,train_time_s
no_caim,3,7,307,0.8154012234616769,0.8487473451418592,0.815401223461677,0.7997993865862008,1.0,0.8154011964797974,0.18459880352020264,3044cbd7471ae046847e7fea101b715f2ca4d8b9d5ef07dc6e4d1dfe56868daa,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.78008890000001
full,3,8,308,0.8146815401223462,0.83054008215754,0.8146815401223462,0.8083549255929742,1.0,0.8146815299987793,0.1853184700012207,35934847c4ac03b3887d0e200ad14fac36314e3743be72fcf607bf4fc6ce1e02,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.98857600000065
no_caim,3,8,308,0.5505577545879813,0.5522277338422138,0.5505577545879813,0.5369310322550166,1.0,0.5505577325820923,0.4494422674179077,35934847c4ac03b3887d0e200ad14fac36314e3743be72fcf607bf4fc6ce1e02,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,89.6546699999999
full,3,9,309,0.7495501979129183,0.8368700592400986,0.7495501979129182,0.7515710500300792,1.0,0.7495502233505249,0.2504497766494751,55842636b7b4ca8f8ceb1a81717d5d494ed7703d38fa4180bd82273fea14f589,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.24620849999974
no_caim,3,9,309,0.34292911119107594,0.4142651745068683,0.3429291111910759,0.34967251366841084,1.0,0.3429291248321533,0.6570708751678467,55842636b7b4ca8f8ceb1a81717d5d494ed7703d38fa4180bd82273fea14f589,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,84.87011849999908
full,3,10,310,0.931630082763584,0.9401940136511265,0.9316300827635839,0.9311610035241876,1.0,0.9316300749778748,0.06836992502212524,62dc6b04e3c6a0b96d75ffa317d50bf6648bce0c57c321cd7e12bf9b7f21be5c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.83573260000048
no_caim,3,10,310,0.8107232817560274,0.8192113790917503,0.8107232817560275,0.8027594720241168,1.0,0.8107233047485352,0.18927669525146484,62dc6b04e3c6a0b96d75ffa317d50bf6648bce0c57c321cd7e12bf9b7f21be5c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.43024709999918
full,4,1,401,0.8780663780663781,0.8877546327140722,0.878066378066378,0.8757355888196295,1.0,0.87806636095047,0.12193363904953003,9e266dd38a0299fe2650256450faa3a276add04b4364cb26436289b197d21bcb,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.66702420000001
no_caim,4,1,401,0.7853535353535354,0.8310743609718898,0.7853535353535354,0.7630079178384402,1.0,0.7853535413742065,0.21464645862579346,9e266dd38a0299fe2650256450faa3a276add04b4364cb26436289b197d21bcb,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,87.15953790000094
full,4,2,402,0.9152236652236653,0.9131849114463897,0.9152236652236653,0.913081324662696,1.0,0.9152236580848694,0.08477634191513062,7c0c27c47583a82ca0929d371ddf98995004192f67d42e1f9ac3b353accacb90,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,94.13088150000112
no_caim,4,2,402,0.7344877344877345,0.7440051744586251,0.7344877344877345,0.732400376328841,1.0,0.7344877123832703,0.26551228761672974,7c0c27c47583a82ca0929d371ddf98995004192f67d42e1f9ac3b353accacb90,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.65999819999888
full,4,3,403,0.9401154401154401,0.9458333646559998,0.9401154401154402,0.9378765372241463,1.0,0.9401154518127441,0.05988454818725586,76b06eb7a71128b465cf9cbbd7ee233077d6c8bcf2f7d90d24a259114f1cff58,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.29233319999912
no_caim,4,3,403,0.7683982683982684,0.8068843783401888,0.7683982683982685,0.7585381602995064,1.0,0.7683982849121094,0.23160171508789062,76b06eb7a71128b465cf9cbbd7ee233077d6c8bcf2f7d90d24a259114f1cff58,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.05275529999926
full,4,4,404,0.9776334776334776,0.9785473355383795,0.9776334776334776,0.9776254339771384,1.0,0.9776334762573242,0.02236652374267578,73e529f3218e5b53d13c450f9d3aa276afa608364dbc38bddb931fb807c07904,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.50824529999954
no_caim,4,4,404,0.8383838383838383,0.8552887189881229,0.8383838383838385,0.8355168279503301,1.0,0.8383838534355164,0.16161614656448364,73e529f3218e5b53d13c450f9d3aa276afa608364dbc38bddb931fb807c07904,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.11910390000048
full,4,5,405,0.911976911976912,0.9273533357897945,0.9119769119769119,0.909664945938924,1.0,0.9119769334793091,0.08802306652069092,51ac611c032c06c8fd9b5c76eb1deb7ba71e3ba21a51a770f6098cb5582afb40,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,89.79806429999917
no_caim,4,5,405,0.75,0.7705462135841946,0.7500000000000001,0.7278235437029528,1.0,0.75,0.25,51ac611c032c06c8fd9b5c76eb1deb7ba71e3ba21a51a770f6098cb5582afb40,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.16887739999947
full,4,6,406,0.9444444444444444,0.9490290850918311,0.9444444444444444,0.9436177561973264,1.0,0.9444444179534912,0.05555558204650879,68a064db2c6cba45f221560e8071163b02b1b7969212ca271bada7af8df51352,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.4545352999994
no_caim,4,6,406,0.9054834054834054,0.9144557426922856,0.9054834054834056,0.9035569987949229,1.0,0.9054834246635437,0.0945165753364563,68a064db2c6cba45f221560e8071163b02b1b7969212ca271bada7af8df51352,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,88.65984109999954
full,4,7,407,0.8466810966810967,0.8535945240937062,0.8466810966810966,0.843804647622577,1.0,0.8466811180114746,0.1533188819885254,cbc39265b467a907a734f76c2fd2001a04bd7f12130a8c24bd4582015f444218,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,99.57740320000084
no_caim,4,7,407,0.9007936507936508,0.9005842038014222,0.9007936507936508,0.9000326118067644,1.0,0.9007936716079712,0.09920632839202881,cbc39265b467a907a734f76c2fd2001a04bd7f12130a8c24bd4582015f444218,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,84.8322318999999
full,4,8,408,0.9440836940836941,0.9510598525572254,0.944083694083694,0.9442778623769417,1.0,0.9440836906433105,0.05591630935668945,10c2467392300c6774fa60802e948ebc27839d410e7b6debc996d08a8e96033a,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,89.8022404000003
no_caim,4,8,408,0.7904040404040404,0.792421976831256,0.7904040404040403,0.7813547724934108,1.0,0.7904040217399597,0.20959597826004028,10c2467392300c6774fa60802e948ebc27839d410e7b6debc996d08a8e96033a,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.38752280000153
full,4,9,409,0.9733044733044733,0.9737375771379781,0.9733044733044733,0.9731812434189576,1.0,0.9733044505119324,0.026695549488067627,6f7291e68565ae279e59f847a7119813b59b10cd202c9475c99aa7b9f59ee782,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.04644029999872
no_caim,4,9,409,0.7568542568542569,0.7952444715553623,0.7568542568542568,0.7402098478079565,1.0,0.756854236125946,0.24314576387405396,6f7291e68565ae279e59f847a7119813b59b10cd202c9475c99aa7b9f59ee782,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,84.55919069999982
full,4,10,410,0.9491341991341992,0.95114684368371,0.949134199134199,0.9490467501163915,1.0,0.9491341710090637,0.05086582899093628,0b4cf36793e8ed9115f45665bc83a1d6b49e05b1f7e0013b055ffa6e8cc75459,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,88.66595289999896
no_caim,4,10,410,0.7557720057720058,0.7673346209382211,0.7557720057720057,0.7580461683539144,1.0,0.7557719945907593,0.24422800540924072,0b4cf36793e8ed9115f45665bc83a1d6b49e05b1f7e0013b055ffa6e8cc75459,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.17465810000067
full,5,1,501,0.9858951175406871,0.9863411003956915,0.985895117540687,0.9858823901000694,1.0,0.9858950972557068,0.014104902744293213,c688db9e006aea47e331ee44f816fabb7718e9de88b9a5512ab86c87d82b96fa,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.76247289999992
no_caim,5,1,501,0.8376130198915009,0.8437870256408297,0.8376130198915009,0.8326275597163593,1.0,0.837613046169281,0.162386953830719,c688db9e006aea47e331ee44f816fabb7718e9de88b9a5512ab86c87d82b96fa,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.96299089999957
full,5,2,502,0.8470162748643761,0.8668174522372059,0.847016274864376,0.8450634221507699,1.0,0.8470162749290466,0.15298372507095337,3ad2c12b70964744242595b930a9d055d59e402d62b2583fb8d846b3811ea3a4,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.1529258999999
no_caim,5,2,502,0.8766726943942134,0.884353621448004,0.8766726943942134,0.87360725040645,1.0,0.8766726851463318,0.12332731485366821,3ad2c12b70964744242595b930a9d055d59e402d62b2583fb8d846b3811ea3a4,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,84.6197032
full,5,3,503,0.9063291139240506,0.9298481937479227,0.9063291139240507,0.9056504531630214,1.0,0.9063290953636169,0.09367090463638306,85807cf968e8f556700e248fc01ba92fba2ebc0a1f091e1aeb2c0a3a1bc7a03c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.4054630999999
no_caim,5,3,503,0.8593128390596745,0.8714227521412248,0.8593128390596746,0.8566105093249973,1.0,0.8593128323554993,0.14068716764450073,85807cf968e8f556700e248fc01ba92fba2ebc0a1f091e1aeb2c0a3a1bc7a03c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.02250509999976
full,5,4,504,0.8773960216998191,0.8877121749799237,0.8773960216998191,0.8751114658613176,1.0,0.8773960471153259,0.12260395288467407,3d9bc7986491dad1b781c73e27c9ce134ede2055d722cea6b4ee408bb9b4dbb5,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,89.7110264999992
no_caim,5,4,504,0.8603978300180832,0.8578959354787568,0.8603978300180832,0.8560195341103233,1.0,0.8603978157043457,0.1396021842956543,3d9bc7986491dad1b781c73e27c9ce134ede2055d722cea6b4ee408bb9b4dbb5,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.07260339999993
full,5,5,505,0.9428571428571428,0.9504212064661415,0.942857142857143,0.9421131272294279,1.0,0.9428571462631226,0.05714285373687744,f7b20add9b662f56a71660e4e4b53c20a63422886363bc51a686c8d496fb1d7c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.97745629999918
no_caim,5,5,505,0.8520795660036167,0.8736672999044933,0.8520795660036165,0.8511481375597938,0.9714285714285714,0.8520795702934265,0.1193490011351449,f7b20add9b662f56a71660e4e4b53c20a63422886363bc51a686c8d496fb1d7c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.52609510000002
full,5,6,506,0.9721518987341772,0.9743065512737267,0.9721518987341772,0.9715689576873852,1.0,0.9721518754959106,0.027848124504089355,76107b5ed82217c0b41d47e13fd11d46f946dc06806dd4566be22ba4b2e812c2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.32247820000157
no_caim,5,6,506,0.8770343580470162,0.896871550075849,0.8770343580470163,0.8671922647044382,1.0,0.8770343661308289,0.12296563386917114,76107b5ed82217c0b41d47e13fd11d46f946dc06806dd4566be22ba4b2e812c2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,84.69080620000022
full,5,7,507,0.8622061482820976,0.8647490478657681,0.8622061482820975,0.8616203612569712,1.0,0.8622061610221863,0.13779383897781372,1b2043b5977872e5281ee7c65653a63b5cfb13ce702bfa568367ddeeb5ef1320,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,93.92397969999911
no_caim,5,7,507,0.8350813743218807,0.8423902770868074,0.8350813743218807,0.8328462091394231,1.0,0.8350813984870911,0.16491860151290894,1b2043b5977872e5281ee7c65653a63b5cfb13ce702bfa568367ddeeb5ef1320,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.76344670000071
full,5,8,508,0.8650994575045208,0.8658031113986292,0.8650994575045206,0.8648829644785391,1.0,0.8650994300842285,0.13490056991577148,cfba8052595d129e49e607d8cf855a6674fc5df76e0bb05156c002fdc43472d7,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.16032019999875
no_caim,5,8,508,0.6506329113924051,0.6439557250643535,0.650632911392405,0.6444067270679142,1.0,0.650632917881012,0.34936708211898804,cfba8052595d129e49e607d8cf855a6674fc5df76e0bb05156c002fdc43472d7,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.38126290000037
full,5,9,509,0.8886075949367088,0.9056004407239243,0.8886075949367088,0.8864283206851613,1.0,0.8886076211929321,0.11139237880706787,e9b08a9a64c53098474eac5debf72d7e9b2f0a2e4e0e2722242ba8b5e79d55d2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.7247196999997
no_caim,5,9,509,0.8401446654611212,0.8628821318799197,0.8401446654611212,0.835523587362715,1.0,0.840144693851471,0.15985530614852905,e9b08a9a64c53098474eac5debf72d7e9b2f0a2e4e0e2722242ba8b5e79d55d2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.23826809999991
full,5,10,510,0.8560578661844485,0.8945170453637813,0.8560578661844483,0.8514811162114847,1.0,0.85605788230896,0.14394211769104004,ffa0f15ee2acd10612bc09854b491ae085a548fef4cf99b1099dcf6b427726de,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,89.9582266999987
no_caim,5,10,510,0.7884267631103075,0.8014120805038418,0.7884267631103075,0.782483125691562,1.0,0.7884267568588257,0.21157324314117432,ffa0f15ee2acd10612bc09854b491ae085a548fef4cf99b1099dcf6b427726de,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.8196779000009
full,7,1,701,0.9778262450018175,0.9795819809239573,0.9778262450018176,0.9777089076216624,1.0,0.9778262376785278,0.022173762321472168,e2dd526c8cf7f600f37fc37dbca54eca848bd67341d60af004c8f8c9a89711f3,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,93.2104202999999
no_caim,7,1,701,0.9193020719738277,0.9183537659773375,0.9193020719738277,0.9173293980055522,1.0,0.9193020462989807,0.08069795370101929,e2dd526c8cf7f600f37fc37dbca54eca848bd67341d60af004c8f8c9a89711f3,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.40026150000085
full,7,2,702,0.9327517266448564,0.9371984316129589,0.9327517266448565,0.9326957682282512,1.0,0.9327517151832581,0.06724828481674194,f4289ff22a2125d2dfa32d1c7c2c83b9d6f6c332790e61b8f063b9c8aaf1e462,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.87672899999961
no_caim,7,2,702,0.861504907306434,0.857751260618965,0.8615049073064341,0.8586649353325816,1.0,0.8615049123764038,0.1384950876235962,f4289ff22a2125d2dfa32d1c7c2c83b9d6f6c332790e61b8f063b9c8aaf1e462,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.32964790000005
full,7,3,703,0.856415848782261,0.8994668375520717,0.8564158487822612,0.8387997177357259,0.9387755102040817,0.856415867805481,0.08235964239860072,b3e4585bff2db0fd8a53bbea9f23cbc1f261199e68c486a39b4aba60306e0f50,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.36694220000027
no_caim,7,3,703,0.8993093420574336,0.9168099670360739,0.8993093420574337,0.8964753267730491,1.0,0.8993093371391296,0.10069066286087036,b3e4585bff2db0fd8a53bbea9f23cbc1f261199e68c486a39b4aba60306e0f50,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,88.50147389999984
full,7,4,704,0.9716466739367503,0.9741713130463854,0.9716466739367503,0.9714512842900386,1.0,0.9716466665267944,0.028353333473205566,bd2b9b9cf3ba7273b8eb82de69396fc5f80d7b78e3aec55473a225d8d8b9617e,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.43668419999995
no_caim,7,4,704,0.8931297709923665,0.902367143314963,0.8931297709923663,0.8916462117180893,1.0,0.8931297659873962,0.10687023401260376,bd2b9b9cf3ba7273b8eb82de69396fc5f80d7b78e3aec55473a225d8d8b9617e,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.38330160000078
full,7,5,705,0.9218466012359142,0.9350226226823565,0.9218466012359141,0.9205464968228919,1.0,0.9218466281890869,0.07815337181091309,580aeb1569caf3130f32f092ba324912a9918c976eb6e9923849292e1796d74d,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.64258579999841
no_caim,7,5,705,0.7604507451835696,0.8141681262079278,0.7604507451835696,0.753368086166828,1.0,0.7604507207870483,0.23954927921295166,580aeb1569caf3130f32f092ba324912a9918c976eb6e9923849292e1796d74d,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,87.35572169999978
full,7,6,706,0.970192657215558,0.9711360989664344,0.970192657215558,0.9700526515902458,1.0,0.9701926708221436,0.029807329177856445,e1e59d723f6099bc45b57fdcce2631608ed53cea103d76d56ab19b1355c43de9,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.3830553000007
no_caim,7,6,706,0.8996728462377317,0.9117742988261579,0.8996728462377318,0.8980792163293214,1.0,0.8996728658676147,0.10032713413238525,e1e59d723f6099bc45b57fdcce2631608ed53cea103d76d56ab19b1355c43de9,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.04320630000075
full,7,7,707,0.9930934205743366,0.9931280244126146,0.9930934205743366,0.9930922859495988,1.0,0.9930934309959412,0.006906569004058838,f8262b5dfb76e3b42ae60ccfe9de5bdca4f475b78b7cf0a28f4d35d398a28d9c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.15373730000101
no_caim,7,7,707,0.9131225009087605,0.9279199839346487,0.9131225009087605,0.9059592486335504,1.0,0.9131224751472473,0.08687752485275269,f8262b5dfb76e3b42ae60ccfe9de5bdca4f475b78b7cf0a28f4d35d398a28d9c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.90859480000108
