case,load,n_train,seed,snr_db,method,accuracy,macro_precision,macro_recall,macro_f1
KAIST,2Nm,5,20260809,0.0,TF-SVM early fusion,0.4715,0.46329294241485197,0.4715,0.4665784565024028
KAIST,2Nm,5,20260809,0.0,TF-SVM late fusion,0.839,0.8592835160487287,0.8390000000000001,0.842024949362421
KAIST,4Nm,5,20260809,0.0,TF-SVM early fusion,0.4315,0.46414581974214497,0.43150000000000005,0.44392852992539494
KAIST,4Nm,5,20260809,0.0,TF-SVM late fusion,0.7525,0.812432611808245,0.7525000000000001,0.7571814780321059
KAIST,2Nm,10,20260809,0.0,TF-SVM early fusion,0.794,0.8155908734009826,0.794,0.7953951535112539
KAIST,2Nm,10,20260809,0.0,TF-SVM late fusion,0.9185,0.9258158531782185,0.9184999999999999,0.9188611867748001
KAIST,4Nm,10,20260809,0.0,TF-SVM early fusion,0.6835,0.7667171162020157,0.6835,0.6831531959807863
KAIST,4Nm,10,20260809,0.0,TF-SVM late fusion,0.8435,0.8772053667226786,0.8435,0.8382718060318488
KAIST,2Nm,15,20260809,0.0,TF-SVM early fusion,0.86,0.8640122813960035,0.86,0.861554852250778
KAIST,2Nm,15,20260809,0.0,TF-SVM late fusion,0.934,0.9348354453420893,0.9339999999999999,0.9341717119450681
KAIST,4Nm,15,20260809,0.0,TF-SVM early fusion,0.7635,0.8065111110923244,0.7635,0.7711076818105405
KAIST,4Nm,15,20260809,0.0,TF-SVM late fusion,0.882,0.8968072917921068,0.882,0.8856445000815725
KAIST,2Nm,20,20260809,0.0,TF-SVM early fusion,0.9095,0.9120676565612996,0.9095000000000001,0.908616014153678
KAIST,2Nm,20,20260809,0.0,TF-SVM late fusion,0.967,0.9680968807755457,0.967,0.9669574253050524
KAIST,4Nm,20,20260809,0.0,TF-SVM early fusion,0.8985,0.9003415354373997,0.8985,0.8990822351160113
KAIST,4Nm,20,20260809,0.0,TF-SVM late fusion,0.943,0.9503730682872821,0.943,0.9444915809997824
KAIST,2Nm,25,20260809,0.0,TF-SVM early fusion,0.9315,0.9318162396514407,0.9315,0.9312099273636407
KAIST,2Nm,25,20260809,0.0,TF-SVM late fusion,0.988,0.988032817161409,0.9880000000000001,0.987998502125323
KAIST,4Nm,25,20260809,0.0,TF-SVM early fusion,0.8855,0.9004666698608388,0.8855000000000001,0.8891647686661222
KAIST,4Nm,25,20260809,0.0,TF-SVM late fusion,0.944,0.9542593799341695,0.944,0.9452924679910772
KAIST,2Nm,30,20260809,0.0,TF-SVM early fusion,0.942,0.9425091581438945,0.942,0.9420521111763452
KAIST,2Nm,30,20260809,0.0,TF-SVM late fusion,0.99,0.9901021195037771,0.99,0.9899785271256558
KAIST,4Nm,30,20260809,0.0,TF-SVM early fusion,0.8805,0.9082155581238791,0.8805000000000002,0.8860246443747821
KAIST,4Nm,30,20260809,0.0,TF-SVM late fusion,0.935,0.9493670349591394,0.9349999999999999,0.9368911718710139
KAIST-noise,2Nm,30,20260809,0.0,TF-SVM early fusion,0.942,0.9425091581438945,0.942,0.9420521111763452
KAIST-noise,2Nm,30,20260809,0.0,TF-SVM late fusion,0.99,0.9901021195037771,0.99,0.9899785271256558
KAIST-noise,2Nm,30,20260809,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260809,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260809,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260809,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260809,0.0,TF-SVM early fusion,0.8805,0.9082155581238791,0.8805000000000002,0.8860246443747821
KAIST-noise,4Nm,30,20260809,0.0,TF-SVM late fusion,0.935,0.9493670349591394,0.9349999999999999,0.9368911718710139
KAIST-noise,4Nm,30,20260809,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260809,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260809,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260809,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260810,0.0,TF-SVM early fusion,0.6905,0.7213102674607808,0.6904999999999999,0.6831490978454874
KAIST,2Nm,5,20260810,0.0,TF-SVM late fusion,0.826,0.8374724535927169,0.826,0.825077345462741
KAIST,4Nm,5,20260810,0.0,TF-SVM early fusion,0.6425,0.6681789901890405,0.6425,0.6405215584688373
KAIST,4Nm,5,20260810,0.0,TF-SVM late fusion,0.781,0.8130153528630689,0.781,0.7833337984728173
KAIST,2Nm,10,20260810,0.0,TF-SVM early fusion,0.6905,0.7169582694070106,0.6905,0.6979620088256648
KAIST,2Nm,10,20260810,0.0,TF-SVM late fusion,0.9385,0.9422964687849313,0.9385,0.9387695372328176
KAIST,4Nm,10,20260810,0.0,TF-SVM early fusion,0.6515,0.7124290597686114,0.6515000000000001,0.6721145832669988
KAIST,4Nm,10,20260810,0.0,TF-SVM late fusion,0.888,0.9177081895730236,0.8879999999999999,0.8917910123669104
KAIST,2Nm,15,20260810,0.0,TF-SVM early fusion,0.8355,0.8636747118846164,0.8355,0.8346577921739543
KAIST,2Nm,15,20260810,0.0,TF-SVM late fusion,0.9745,0.97625438316278,0.9745000000000001,0.974736824280166
KAIST,4Nm,15,20260810,0.0,TF-SVM early fusion,0.79,0.8363628110644816,0.7899999999999999,0.7949785299846978
KAIST,4Nm,15,20260810,0.0,TF-SVM late fusion,0.925,0.9450739898687728,0.925,0.9269530919996694
KAIST,2Nm,20,20260810,0.0,TF-SVM early fusion,0.8805,0.8869903366499902,0.8805,0.881580873780613
KAIST,2Nm,20,20260810,0.0,TF-SVM late fusion,0.9795,0.9802867711318415,0.9795,0.979546108765755
KAIST,4Nm,20,20260810,0.0,TF-SVM early fusion,0.8065,0.8479397511192138,0.8065,0.8147932382764
KAIST,4Nm,20,20260810,0.0,TF-SVM late fusion,0.933,0.9483513032122867,0.9330000000000002,0.9341927107047162
KAIST,2Nm,25,20260810,0.0,TF-SVM early fusion,0.9315,0.936082248597847,0.9315000000000001,0.9318732879544334
KAIST,2Nm,25,20260810,0.0,TF-SVM late fusion,0.9795,0.9796857341788592,0.9795,0.9794912262549156
KAIST,4Nm,25,20260810,0.0,TF-SVM early fusion,0.882,0.9106869286482164,0.882,0.8871228777570804
KAIST,4Nm,25,20260810,0.0,TF-SVM late fusion,0.966,0.9690852806550598,0.966,0.9665075624328432
KAIST,2Nm,30,20260810,0.0,TF-SVM early fusion,0.9355,0.9398705781929146,0.9355,0.9367398843295369
KAIST,2Nm,30,20260810,0.0,TF-SVM late fusion,0.9785,0.9799995317717622,0.9785,0.9787092229327182
KAIST,4Nm,30,20260810,0.0,TF-SVM early fusion,0.886,0.9137675362977256,0.8859999999999999,0.889861215518518
KAIST,4Nm,30,20260810,0.0,TF-SVM late fusion,0.932,0.9484658915664266,0.932,0.9324885501982376
KAIST-noise,2Nm,30,20260810,0.0,TF-SVM early fusion,0.9355,0.9398705781929146,0.9355,0.9367398843295369
KAIST-noise,2Nm,30,20260810,0.0,TF-SVM late fusion,0.9785,0.9799995317717622,0.9785,0.9787092229327182
KAIST-noise,2Nm,30,20260810,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260810,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260810,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260810,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260810,0.0,TF-SVM early fusion,0.886,0.9137675362977256,0.8859999999999999,0.889861215518518
KAIST-noise,4Nm,30,20260810,0.0,TF-SVM late fusion,0.932,0.9484658915664266,0.932,0.9324885501982376
KAIST-noise,4Nm,30,20260810,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260810,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260810,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260810,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260811,0.0,TF-SVM early fusion,0.711,0.7567273942428865,0.7110000000000001,0.679400090087761
KAIST,2Nm,5,20260811,0.0,TF-SVM late fusion,0.802,0.8228777705181234,0.8020000000000002,0.7997319983534733
KAIST,4Nm,5,20260811,0.0,TF-SVM early fusion,0.638,0.7353560743898242,0.638,0.621887121654355
KAIST,4Nm,5,20260811,0.0,TF-SVM late fusion,0.7245,0.7987000616773142,0.7245,0.7295571010687453
KAIST,2Nm,10,20260811,0.0,TF-SVM early fusion,0.886,0.8930126724595914,0.8859999999999999,0.8866095710896023
KAIST,2Nm,10,20260811,0.0,TF-SVM late fusion,0.925,0.9303708788260044,0.9250000000000002,0.9246696414845754
KAIST,4Nm,10,20260811,0.0,TF-SVM early fusion,0.8085,0.8526740410272519,0.8085000000000001,0.817434898746348
KAIST,4Nm,10,20260811,0.0,TF-SVM late fusion,0.825,0.8817095991313746,0.825,0.8330073107025685
KAIST,2Nm,15,20260811,0.0,TF-SVM early fusion,0.8865,0.8925263509763681,0.8865000000000001,0.8872551576108115
KAIST,2Nm,15,20260811,0.0,TF-SVM late fusion,0.993,0.9930099750623441,0.993,0.9930031164052453
KAIST,4Nm,15,20260811,0.0,TF-SVM early fusion,0.823,0.8594936973016074,0.8230000000000001,0.8302750036877311
KAIST,4Nm,15,20260811,0.0,TF-SVM late fusion,0.908,0.9338838358478077,0.908,0.9109727836091437
KAIST,2Nm,20,20260811,0.0,TF-SVM early fusion,0.9125,0.9205823885086201,0.9125,0.9129064252060992
KAIST,2Nm,20,20260811,0.0,TF-SVM late fusion,0.9695,0.9717391196320566,0.9695,0.9695415432200374
KAIST,4Nm,20,20260811,0.0,TF-SVM early fusion,0.8395,0.883145678610795,0.8394999999999999,0.8465737888668258
KAIST,4Nm,20,20260811,0.0,TF-SVM late fusion,0.9225,0.9426495615438613,0.9225,0.9258973291645592
KAIST,2Nm,25,20260811,0.0,TF-SVM early fusion,0.946,0.947644727339851,0.9460000000000001,0.945600956382169
KAIST,2Nm,25,20260811,0.0,TF-SVM late fusion,0.982,0.9822356267024119,0.982,0.9819975860144623
KAIST,4Nm,25,20260811,0.0,TF-SVM early fusion,0.916,0.9193235430211816,0.916,0.9170982362329301
KAIST,4Nm,25,20260811,0.0,TF-SVM late fusion,0.9275,0.9452383991389546,0.9274999999999999,0.9305854586185655
KAIST,2Nm,30,20260811,0.0,TF-SVM early fusion,0.9395,0.9418043551895042,0.9395,0.9397349358991285
KAIST,2Nm,30,20260811,0.0,TF-SVM late fusion,0.9915,0.9915134547828647,0.9914999999999999,0.9914974375361936
KAIST,4Nm,30,20260811,0.0,TF-SVM early fusion,0.881,0.8937511963695842,0.881,0.8843613965031981
KAIST,4Nm,30,20260811,0.0,TF-SVM late fusion,0.963,0.9665057347520362,0.9629999999999999,0.9637296523924819
KAIST-noise,2Nm,30,20260811,0.0,TF-SVM early fusion,0.9395,0.9418043551895042,0.9395,0.9397349358991285
KAIST-noise,2Nm,30,20260811,0.0,TF-SVM late fusion,0.9915,0.9915134547828647,0.9914999999999999,0.9914974375361936
KAIST-noise,2Nm,30,20260811,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260811,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260811,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260811,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260811,0.0,TF-SVM early fusion,0.881,0.8937511963695842,0.881,0.8843613965031981
KAIST-noise,4Nm,30,20260811,0.0,TF-SVM late fusion,0.963,0.9665057347520362,0.9629999999999999,0.9637296523924819
KAIST-noise,4Nm,30,20260811,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260811,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260811,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260811,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260812,0.0,TF-SVM early fusion,0.448,0.4549577948853307,0.44800000000000006,0.4497991269917502
KAIST,2Nm,5,20260812,0.0,TF-SVM late fusion,0.9455,0.948666167430489,0.9455,0.9456870186771154
KAIST,4Nm,5,20260812,0.0,TF-SVM early fusion,0.4225,0.44291734816204775,0.4225,0.429587435909876
KAIST,4Nm,5,20260812,0.0,TF-SVM late fusion,0.798,0.8720743062064003,0.7979999999999999,0.8039773362025592
KAIST,2Nm,10,20260812,0.0,TF-SVM early fusion,0.818,0.8238714721244843,0.8180000000000002,0.8186284461383719
KAIST,2Nm,10,20260812,0.0,TF-SVM late fusion,0.939,0.9411474622529898,0.9390000000000001,0.9396032468465771
KAIST,4Nm,10,20260812,0.0,TF-SVM early fusion,0.733,0.758304222640134,0.733,0.7402043916011014
KAIST,4Nm,10,20260812,0.0,TF-SVM late fusion,0.8565,0.8806414357396566,0.8565000000000002,0.8610387022060781
KAIST,2Nm,15,20260812,0.0,TF-SVM early fusion,0.8875,0.8928095884686403,0.8875,0.888209874791422
KAIST,2Nm,15,20260812,0.0,TF-SVM late fusion,0.972,0.9722338203678331,0.9720000000000001,0.9719915779230173
KAIST,4Nm,15,20260812,0.0,TF-SVM early fusion,0.7805,0.843790326424452,0.7805,0.7919171107845575
KAIST,4Nm,15,20260812,0.0,TF-SVM late fusion,0.9235,0.9357920230540483,0.9235,0.9255955916083656
KAIST,2Nm,20,20260812,0.0,TF-SVM early fusion,0.8975,0.9034954627962154,0.8975,0.898724216936874
KAIST,2Nm,20,20260812,0.0,TF-SVM late fusion,0.9835,0.9836887308420155,0.9834999999999999,0.9835088097090949
KAIST,4Nm,20,20260812,0.0,TF-SVM early fusion,0.8185,0.8692236148685701,0.8185,0.82784375448011
KAIST,4Nm,20,20260812,0.0,TF-SVM late fusion,0.947,0.955061973450837,0.9470000000000001,0.9485038725479497
KAIST,2Nm,25,20260812,0.0,TF-SVM early fusion,0.926,0.9259127314333264,0.9259999999999999,0.9255500891117755
KAIST,2Nm,25,20260812,0.0,TF-SVM late fusion,0.98,0.9804357961627785,0.9800000000000001,0.9799656176465079
KAIST,4Nm,25,20260812,0.0,TF-SVM early fusion,0.861,0.8738105973266848,0.861,0.8639850037508333
KAIST,4Nm,25,20260812,0.0,TF-SVM late fusion,0.9455,0.9515455254005001,0.9455,0.9465073021632907
KAIST,2Nm,30,20260812,0.0,TF-SVM early fusion,0.957,0.9575128687963177,0.9570000000000001,0.9569056143148206
KAIST,2Nm,30,20260812,0.0,TF-SVM late fusion,0.984,0.9844661654135338,0.984,0.9839912445278299
KAIST,4Nm,30,20260812,0.0,TF-SVM early fusion,0.9095,0.9214875163261498,0.9095000000000001,0.911586774560013
KAIST,4Nm,30,20260812,0.0,TF-SVM late fusion,0.9575,0.9627012859213867,0.9574999999999999,0.9584346624736746
KAIST-noise,2Nm,30,20260812,0.0,TF-SVM early fusion,0.957,0.9575128687963177,0.9570000000000001,0.9569056143148206
KAIST-noise,2Nm,30,20260812,0.0,TF-SVM late fusion,0.984,0.9844661654135338,0.984,0.9839912445278299
KAIST-noise,2Nm,30,20260812,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260812,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260812,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260812,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260812,0.0,TF-SVM early fusion,0.9095,0.9214875163261498,0.9095000000000001,0.911586774560013
KAIST-noise,4Nm,30,20260812,0.0,TF-SVM late fusion,0.9575,0.9627012859213867,0.9574999999999999,0.9584346624736746
KAIST-noise,4Nm,30,20260812,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260812,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260812,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260812,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260813,0.0,TF-SVM early fusion,0.708,0.7355067072571329,0.708,0.6940813128203104
KAIST,2Nm,5,20260813,0.0,TF-SVM late fusion,0.9145,0.9167225779852508,0.9145,0.9138613576851233
KAIST,4Nm,5,20260813,0.0,TF-SVM early fusion,0.6805,0.7150247101161712,0.6805000000000001,0.6797404341312845
KAIST,4Nm,5,20260813,0.0,TF-SVM late fusion,0.8925,0.8991346459426399,0.8925000000000001,0.8937550918862203
KAIST,2Nm,10,20260813,0.0,TF-SVM early fusion,0.7905,0.7871652824947378,0.7905,0.7879265260196429
KAIST,2Nm,10,20260813,0.0,TF-SVM late fusion,0.8935,0.8975790691845574,0.8935000000000001,0.8940671950973658
KAIST,4Nm,10,20260813,0.0,TF-SVM early fusion,0.732,0.7441228948624516,0.732,0.7356147342501156
KAIST,4Nm,10,20260813,0.0,TF-SVM late fusion,0.8435,0.8665139813237493,0.8435,0.8492881387190254
KAIST,2Nm,15,20260813,0.0,TF-SVM early fusion,0.916,0.9151667084339226,0.916,0.914979866164497
KAIST,2Nm,15,20260813,0.0,TF-SVM late fusion,0.988,0.9882037666147647,0.9880000000000001,0.9880298604629505
KAIST,4Nm,15,20260813,0.0,TF-SVM early fusion,0.854,0.8722648594752694,0.8539999999999999,0.8580926719738995
KAIST,4Nm,15,20260813,0.0,TF-SVM late fusion,0.9315,0.9461177147459872,0.9315,0.933283311444437
KAIST,2Nm,20,20260813,0.0,TF-SVM early fusion,0.9125,0.911510314404836,0.9125,0.9119019125435959
KAIST,2Nm,20,20260813,0.0,TF-SVM late fusion,0.983,0.9831919668638708,0.983,0.9830063937511186
KAIST,4Nm,20,20260813,0.0,TF-SVM early fusion,0.863,0.8795967153502016,0.8630000000000001,0.868064967697131
KAIST,4Nm,20,20260813,0.0,TF-SVM late fusion,0.9555,0.9582462068173706,0.9555,0.9558387792156307
KAIST,2Nm,25,20260813,0.0,TF-SVM early fusion,0.9215,0.9216724246241463,0.9215,0.921143102195401
KAIST,2Nm,25,20260813,0.0,TF-SVM late fusion,0.9775,0.9774433645314584,0.9775,0.9774565347486103
KAIST,4Nm,25,20260813,0.0,TF-SVM early fusion,0.868,0.8848179524343085,0.868,0.8728895821411189
KAIST,4Nm,25,20260813,0.0,TF-SVM late fusion,0.937,0.9412141816684839,0.9369999999999999,0.9379254642805712
KAIST,2Nm,30,20260813,0.0,TF-SVM early fusion,0.9555,0.955361921676387,0.9555,0.9552146008751606
KAIST,2Nm,30,20260813,0.0,TF-SVM late fusion,0.9875,0.9875066731996988,0.9875,0.9874954043010735
KAIST,4Nm,30,20260813,0.0,TF-SVM early fusion,0.907,0.9150400795366866,0.907,0.9090636094131552
KAIST,4Nm,30,20260813,0.0,TF-SVM late fusion,0.947,0.952722024089175,0.9470000000000001,0.9475131759150844
KAIST-noise,2Nm,30,20260813,0.0,TF-SVM early fusion,0.9555,0.955361921676387,0.9555,0.9552146008751606
KAIST-noise,2Nm,30,20260813,0.0,TF-SVM late fusion,0.9875,0.9875066731996988,0.9875,0.9874954043010735
KAIST-noise,2Nm,30,20260813,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260813,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260813,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260813,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260813,0.0,TF-SVM early fusion,0.907,0.9150400795366866,0.907,0.9090636094131552
KAIST-noise,4Nm,30,20260813,0.0,TF-SVM late fusion,0.947,0.952722024089175,0.9470000000000001,0.9475131759150844
KAIST-noise,4Nm,30,20260813,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260813,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260813,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260813,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260814,0.0,TF-SVM early fusion,0.7405,0.7581268500826234,0.7405,0.7397734254662804
KAIST,2Nm,5,20260814,0.0,TF-SVM late fusion,0.8575,0.8850885909136827,0.8575000000000002,0.8574587035212234
KAIST,4Nm,5,20260814,0.0,TF-SVM early fusion,0.6935,0.7227389326751184,0.6934999999999999,0.6993550312558592
KAIST,4Nm,5,20260814,0.0,TF-SVM late fusion,0.856,0.8689071108815426,0.8560000000000001,0.8580546727452546
KAIST,2Nm,10,20260814,0.0,TF-SVM early fusion,0.851,0.8566799475978891,0.851,0.8492089698444829
KAIST,2Nm,10,20260814,0.0,TF-SVM late fusion,0.9295,0.9415668508465211,0.9295,0.9282996878417883
KAIST,4Nm,10,20260814,0.0,TF-SVM early fusion,0.787,0.8071172881965814,0.7869999999999999,0.7910502803585244
KAIST,4Nm,10,20260814,0.0,TF-SVM late fusion,0.864,0.9131826576173866,0.8640000000000001,0.8704388978716103
KAIST,2Nm,15,20260814,0.0,TF-SVM early fusion,0.8885,0.8888673738784508,0.8885,0.8886634321807947
KAIST,2Nm,15,20260814,0.0,TF-SVM late fusion,0.9635,0.9654992424008164,0.9635,0.9636232969627908
KAIST,4Nm,15,20260814,0.0,TF-SVM early fusion,0.841,0.8540052777145437,0.841,0.8448147703004254
KAIST,4Nm,15,20260814,0.0,TF-SVM late fusion,0.9315,0.9379805805185415,0.9315000000000001,0.932557298726819
KAIST,2Nm,20,20260814,0.0,TF-SVM early fusion,0.921,0.9225110653044043,0.9209999999999999,0.9215326506593093
KAIST,2Nm,20,20260814,0.0,TF-SVM late fusion,0.9775,0.9775503651717375,0.9775,0.9774313054461927
KAIST,4Nm,20,20260814,0.0,TF-SVM early fusion,0.8665,0.8844815599272788,0.8664999999999999,0.8688371683333868
KAIST,4Nm,20,20260814,0.0,TF-SVM late fusion,0.947,0.950234118836045,0.9470000000000001,0.9474804031966242
KAIST,2Nm,25,20260814,0.0,TF-SVM early fusion,0.933,0.93421035846409,0.933,0.9329673073658986
KAIST,2Nm,25,20260814,0.0,TF-SVM late fusion,0.992,0.9920097746785584,0.992,0.9920005616311494
KAIST,4Nm,25,20260814,0.0,TF-SVM early fusion,0.891,0.905457722255402,0.891,0.8938845854464417
KAIST,4Nm,25,20260814,0.0,TF-SVM late fusion,0.964,0.9680076872830202,0.9640000000000001,0.9645503063962375
KAIST,2Nm,30,20260814,0.0,TF-SVM early fusion,0.9315,0.9319686945468731,0.9315,0.9308938141317448
KAIST,2Nm,30,20260814,0.0,TF-SVM late fusion,0.984,0.984061310486181,0.984,0.9839401420774332
KAIST,4Nm,30,20260814,0.0,TF-SVM early fusion,0.895,0.9060779683068187,0.8949999999999999,0.897677289941171
KAIST,4Nm,30,20260814,0.0,TF-SVM late fusion,0.9605,0.9658141834152122,0.9605,0.9614652704733372
KAIST-noise,2Nm,30,20260814,0.0,TF-SVM early fusion,0.9315,0.9319686945468731,0.9315,0.9308938141317448
KAIST-noise,2Nm,30,20260814,0.0,TF-SVM late fusion,0.984,0.984061310486181,0.984,0.9839401420774332
KAIST-noise,2Nm,30,20260814,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260814,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260814,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,2Nm,30,20260814,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260814,0.0,TF-SVM early fusion,0.895,0.9060779683068187,0.8949999999999999,0.897677289941171
KAIST-noise,4Nm,30,20260814,0.0,TF-SVM late fusion,0.9605,0.9658141834152122,0.9605,0.9614652704733372
KAIST-noise,4Nm,30,20260814,-4.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260814,-4.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260814,-8.0,TF-SVM early fusion,0.2,0.04,0.2,0.06666666666666668
KAIST-noise,4Nm,30,20260814,-8.0,TF-SVM late fusion,0.2,0.04,0.2,0.06666666666666668
KAIST,2Nm,5,20260815,0.0,TF-SVM early fusion,0.7515,0.7512297860148212,0.7515,0.7489457054154357
KAIST,2Nm,5,20260815,0.0,TF-SVM late fusion,0.808,0.8263657458985083,0.808,0.8087777133626369
KAIST,4Nm,5,20260815,0.0,TF-SVM early fusion,0.6825,0.7087327510850215,0.6825,0.6884913532131474
KAIST,4Nm,5,20260815,0.0,TF-SVM late fusion,0.704,0.7408369128138981,0.7040000000000001,0.7014986097535589
KAIST,2Nm,10,20260815,0.0,TF-SVM early fusion,0.8575,0.863583926619565,0.8574999999999999,0.858781850413199
KAIST,2Nm,10,20260815,0.0,TF-SVM late fusion,0.963,0.9653253182461103,0.9629999999999999,0.9627526659509942
KAIST,4Nm,10,20260815,0.0,TF-SVM early fusion,0.771,0.8099143579635548,0.771,0.7763993545361765
KAIST,4Nm,10,20260815,0.0,TF-SVM late fusion,0.9335,0.9385003527029777,0.9335000000000001,0.9341349256745192
KAIST,2Nm,15,20260815,0.0,TF-SVM early fusion,0.898,0.9013822280494876,0.8979999999999999,0.8988852317741861
KAIST,2Nm,15,20260815,0.0,TF-SVM late fusion,0.979,0.9790985989459271,0.9789999999999999,0.978993441157798
KAIST,4Nm,15,20260815,0.0,TF-SVM early fusion,0.829,0.8610696404130109,0.8290000000000001,0.8367092934490727
KAIST,4Nm,15,20260815,0.0,TF-SVM late fusion,0.9305,0.9402530624988206,0.9305,0.9325422298622822
KAIST,2Nm,20,20260815,0.0,TF-SVM early fusion,0.9045,0.9099834747430607,0.9045,0.9042615251338763
KAIST,2Nm,20,20260815,0.0,TF-SVM late fusion,0.982,0.9821940268158242,0.982,0.9819956418179177
KAIST,4Nm,20,20260815,0.0,TF-SVM early fusion,0.8535,0.8850213430438547,0.8535,0.8596766084084798
KAIST,4Nm,20,20260815,0.0,TF-SVM late fusion,0.938,0.9481364586225354,0.9380000000000001,0.939319075015095
KAIST,2Nm,25,20260815,0.0,TF-SVM early fusion,0.9505,0.950808163932274,0.9505000000000001,0.9503785008047914
KAIST,2Nm,25,20260815,0.0,TF-SVM late fusion,0.989,0.988989131047967,0.9890000000000001,0.9889828730647594
KAIST,4Nm,25,20260815,0.0,TF-SVM early fusion,0.891,0.9009954949966203,0.891,0.8933763819414878
