Samples,Acc_Mean,Acc_Std,F1_Mean,F1_Std,Prec_Mean,Prec_Std,Recall_Mean,Recall_Std
5,0.7287070524412297,0.0654017587983882,0.7028404645674924,0.07813859801687266,0.7978880735040286,0.05384893262289565,0.7287070524412297,0.06540175879838817
6,0.7714376359680928,0.03669243976189351,0.7535290197298935,0.043365082177910325,0.8421778293735227,0.014132026364602625,0.7714376359680928,0.03669243976189352
7,0.8296528535078154,0.062287143345354234,0.8172402044464393,0.07596165692886835,0.8765714115946761,0.03620861704622686,0.8296528535078153,0.06228714334535424
8,0.8530430029154519,0.05461937805881871,0.8460206442126773,0.05914761954355625,0.8868369781581019,0.032375140623496085,0.8530430029154519,0.0546193780588187
9,0.8803891121666058,0.03365756658370258,0.8770222584548638,0.034887064317698044,0.901733228056295,0.015504149593484902,0.8803891121666059,0.03365756658370259
10,0.8682692307692308,0.04288567719668332,0.865154088664395,0.04178253422708851,0.9033661476434992,0.02412071739098735,0.8682692307692308,0.04288567719668331
11,0.8940506793977231,0.028472507934193213,0.8918032810096461,0.029172083144250387,0.9128689511925859,0.025040239417042053,0.8940506793977231,0.028472507934193224
12,0.9224042709867452,0.03111615011760928,0.9177917217295914,0.03839470734632779,0.9379838182681797,0.017122288514672485,0.9224042709867453,0.031116150117609282
13,0.9170819490586932,0.030726289344040612,0.9143384405982936,0.03359865169886835,0.9343326360024282,0.01998159085264304,0.9170819490586932,0.03072628934404062
14,0.9461972612879348,0.02766759371495496,0.9452470354423641,0.028945069134211826,0.9535262543437901,0.017928222468537924,0.9461972612879348,0.027667593714954954
15,0.9562152133580706,0.01766522169746589,0.9558453501402686,0.017948143078877456,0.9604166928791726,0.015240568798227426,0.9562152133580706,0.01766522169746588
16,0.9506138392857144,0.024854524822201608,0.9481002158264777,0.029948804810037703,0.9591533817254358,0.012415572410624484,0.9506138392857144,0.024854524822201574
17,0.9758019395747854,0.01803195042826156,0.9757314675328409,0.01817120931650615,0.977371132581715,0.015397040346530312,0.9758019395747856,0.01803195042826161
18,0.9702692595362752,0.013340358251112171,0.9701905087545827,0.013324475283139896,0.973042870036491,0.01116846584909292,0.9702692595362753,0.013340358251112225
19,0.9701912260967379,0.015577486372584189,0.9698472132964022,0.016004172855546905,0.9743769015364665,0.011417204317934646,0.9701912260967379,0.01557748637258416
20,0.975234962406015,0.008982204369534506,0.9751348753643994,0.00902853314652645,0.9770515567963657,0.008448325427278762,0.975234962406015,0.008982204369534487
21,0.9747926875235582,0.011357220073131892,0.9745527871693971,0.011551118569002492,0.9777832012650332,0.00932588858940322,0.9747926875235582,0.011357220073131887
22,0.9865362811791383,0.004105087403049952,0.9865310586801856,0.004112569636859788,0.9870314747026159,0.003756096704684901,0.9865362811791383,0.0041050874030499635
23,0.9858848048503221,0.007366659606750871,0.9858543880801081,0.0074027344824539485,0.9867571920257057,0.00647025254297598,0.9858848048503221,0.007366659606750836
24,0.9908814589665653,0.002961333067651945,0.9908742247051151,0.002967728808000051,0.9912104547757639,0.0027786713500283487,0.9908814589665653,0.0029613330676519947
25,0.9918095238095237,0.003894294914335407,0.991808533074555,0.0038925371105307115,0.9919365131401565,0.0037046006242695247,0.9918095238095238,0.0038942949143354003
26,0.989209320091673,0.004704410976605644,0.9891993361738096,0.004711119196221016,0.9896923493635998,0.00442889046129237,0.9892093200916731,0.004704410976605679
27,0.9867387973956339,0.005392406345988723,0.9867238333941641,0.005403607595918667,0.987351665775549,0.005031650067640503,0.9867387973956339,0.005392406345988741
28,0.9860311059907834,0.008533077745982453,0.9859844927237817,0.008604759487351803,0.9870686096582804,0.007337603382126806,0.9860311059907834,0.008533077745982526
29,0.9927801309202926,0.00284103861443468,0.9927793885052755,0.002842109180486036,0.9928828672283001,0.0027582341255793603,0.9927801309202926,0.002841038614434635
30,0.9892374517374517,0.005821791789589263,0.989228439574482,0.005833483254344807,0.9895970817508926,0.0054882879089862184,0.9892374517374517,0.005821791789589255
