protocol,load,scenario,snr_db,model_seed,noise_repeat,weight_vibration,weight_current,accuracy,macro_precision,macro_recall,macro_f1,weight_branch1_within_sd,weight_branch2_within_sd
stage3,4Nm,current_only_degraded,-2.0,20260806,2,0.4005875587463379,0.5994125008583069,1.0,1.0,1.0,1.0,0.02819395437836647,0.02819395251572132
stage3,4Nm,current_only_degraded,-2.0,20260806,3,0.40067628026008606,0.5993237495422363,1.0,1.0,1.0,1.0,0.02818133682012558,0.02818133682012558
stage3,4Nm,current_only_degraded,-2.0,20260806,4,0.4005909264087677,0.5994090437889099,1.0,1.0,1.0,1.0,0.0281143207103014,0.0281143207103014
stage3,4Nm,current_only_degraded,-2.0,20260806,5,0.4006865620613098,0.5993134379386902,1.0,1.0,1.0,1.0,0.028188828378915787,0.028188828378915787
stage3,4Nm,current_only_degraded,-4.0,20260806,1,0.38590627908706665,0.6140937209129333,1.0,1.0,1.0,1.0,0.02621513418853283,0.02621513418853283
stage3,4Nm,current_only_degraded,-4.0,20260806,2,0.3861303925514221,0.6138696074485779,1.0,1.0,1.0,1.0,0.026216886937618256,0.026216888800263405
stage3,4Nm,current_only_degraded,-4.0,20260806,3,0.3860224485397339,0.6139775514602661,1.0,1.0,1.0,1.0,0.02623768337070942,0.02623768337070942
stage3,4Nm,current_only_degraded,-4.0,20260806,4,0.38592368364334106,0.6140763163566589,1.0,1.0,1.0,1.0,0.026273852214217186,0.026273852214217186
stage3,4Nm,current_only_degraded,-4.0,20260806,5,0.38603657484054565,0.6139633655548096,1.0,1.0,1.0,1.0,0.02622593194246292,0.02622593194246292
stage3,4Nm,current_only_degraded,-6.0,20260806,1,0.3745623230934143,0.6254376173019409,1.0,1.0,1.0,1.0,0.024926798418164253,0.024926798418164253
stage3,4Nm,current_only_degraded,-6.0,20260806,2,0.3745356500148773,0.6254644393920898,1.0,1.0,1.0,1.0,0.02487490326166153,0.02487490326166153
stage3,4Nm,current_only_degraded,-6.0,20260806,3,0.3745923936367035,0.6254075765609741,1.0,1.0,1.0,1.0,0.02483382262289524,0.02483382076025009
stage3,4Nm,current_only_degraded,-6.0,20260806,4,0.3745029866695404,0.625497043132782,1.0,1.0,1.0,1.0,0.02486497350037098,0.02486497350037098
stage3,4Nm,current_only_degraded,-6.0,20260806,5,0.37452203035354614,0.6254780292510986,1.0,1.0,1.0,1.0,0.024869780987501144,0.024869782850146294
stage3,4Nm,current_only_degraded,-8.0,20260806,1,0.3675573468208313,0.6324426531791687,1.0,1.0,1.0,1.0,0.024120885878801346,0.024120887741446495
stage3,4Nm,current_only_degraded,-8.0,20260806,2,0.36748620867729187,0.6325138807296753,1.0,1.0,1.0,1.0,0.024105481803417206,0.024105483666062355
stage3,4Nm,current_only_degraded,-8.0,20260806,3,0.3675121068954468,0.6324878931045532,1.0,1.0,1.0,1.0,0.024139661341905594,0.024139661341905594
stage3,4Nm,current_only_degraded,-8.0,20260806,4,0.3675040900707245,0.6324959397315979,1.0,1.0,1.0,1.0,0.024026155471801758,0.024026157334446907
stage3,4Nm,current_only_degraded,-8.0,20260806,5,0.3674502670764923,0.6325497031211853,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.024122655391693115,0.024122655391693115
stage3,4Nm,current_only_degraded,-10.0,20260806,1,0.36447808146476746,0.6355218291282654,1.0,1.0,1.0,1.0,0.02380688302218914,0.02380688115954399
stage3,4Nm,current_only_degraded,-10.0,20260806,2,0.3643825352191925,0.6356174349784851,1.0,1.0,1.0,1.0,0.02381185069680214,0.02381185069680214
stage3,4Nm,current_only_degraded,-10.0,20260806,3,0.36430585384368896,0.635694146156311,1.0,1.0,1.0,1.0,0.023790914565324783,0.023790916427969933
stage3,4Nm,current_only_degraded,-10.0,20260806,4,0.3643593192100525,0.6356407403945923,1.0,1.0,1.0,1.0,0.023833902552723885,0.023833904415369034
stage3,4Nm,current_only_degraded,-10.0,20260806,5,0.3643588721752167,0.6356410980224609,1.0,1.0,1.0,1.0,0.023836368694901466,0.023836368694901466
stage3,2Nm,both_modalities_degraded,0.0,20260807,1,0.5467098355293274,0.45329010486602783,1.0,1.0,1.0,1.0,0.13000674545764923,0.13000674545764923
stage3,2Nm,both_modalities_degraded,0.0,20260807,2,0.5464856624603271,0.45351433753967285,1.0,1.0,1.0,1.0,0.12994949519634247,0.12994949519634247
stage3,2Nm,both_modalities_degraded,0.0,20260807,3,0.5463747382164001,0.45362523198127747,1.0,1.0,1.0,1.0,0.12982739508152008,0.12982739508152008
stage3,2Nm,both_modalities_degraded,0.0,20260807,4,0.5464257001876831,0.4535742998123169,1.0,1.0,1.0,1.0,0.1298285871744156,0.1298285871744156
stage3,2Nm,both_modalities_degraded,0.0,20260807,5,0.546326756477356,0.45367324352264404,1.0,1.0,1.0,1.0,0.129810631275177,0.129810631275177
stage3,2Nm,both_modalities_degraded,-2.0,20260807,1,0.5351656675338745,0.4648343026638031,1.0,1.0,1.0,1.0,0.12606824934482574,0.12606824934482574
stage3,2Nm,both_modalities_degraded,-2.0,20260807,2,0.535919725894928,0.464080274105072,1.0,1.0,1.0,1.0,0.12645193934440613,0.12645193934440613
stage3,2Nm,both_modalities_degraded,-2.0,20260807,3,0.53562331199646,0.4643767178058624,1.0,1.0,1.0,1.0,0.1262829303741455,0.1262829303741455
stage3,2Nm,both_modalities_degraded,-2.0,20260807,4,0.5353717803955078,0.4646282494068146,1.0,1.0,1.0,1.0,0.12620434165000916,0.12620434165000916
stage3,2Nm,both_modalities_degraded,-2.0,20260807,5,0.5353890061378479,0.4646110236644745,1.0,1.0,1.0,1.0,0.1262519806623459,0.1262519806623459
stage3,2Nm,both_modalities_degraded,-4.0,20260807,1,0.5254570841789246,0.47454291582107544,1.0,1.0,1.0,1.0,0.12118853628635406,0.12118853628635406
stage3,2Nm,both_modalities_degraded,-4.0,20260807,2,0.5254597067832947,0.47454026341438293,0.999,0.9990049751243781,0.999,0.998999993749961,0.1207989975810051,0.1207990050315857
stage3,2Nm,both_modalities_degraded,-4.0,20260807,3,0.5259473919868469,0.4740525782108307,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.12113964557647705,0.12113963812589645
stage3,2Nm,both_modalities_degraded,-4.0,20260807,4,0.5254880785942078,0.47451189160346985,0.999,0.999,0.999,0.999,0.12051911652088165,0.12051911652088165
stage3,2Nm,both_modalities_degraded,-4.0,20260807,5,0.5259303450584412,0.4740697145462036,0.999,0.999,0.999,0.999,0.12115480750799179,0.12115481495857239
stage3,2Nm,both_modalities_degraded,-6.0,20260807,1,0.5183783173561096,0.48162171244621277,0.992,0.9920558253373576,0.992,0.9919933938980126,0.11301756650209427,0.11301756650209427
stage3,2Nm,both_modalities_degraded,-6.0,20260807,2,0.5186443328857422,0.4813556373119354,0.993,0.9930247578935706,0.993,0.9930061891886567,0.11297138780355453,0.11297138780355453
stage3,2Nm,both_modalities_degraded,-6.0,20260807,3,0.5179868340492249,0.48201316595077515,0.9945,0.9945136846937382,0.9945,0.99450247655446,0.11244317144155502,0.11244317144155502
stage3,2Nm,both_modalities_degraded,-6.0,20260807,4,0.5178042054176331,0.48219579458236694,0.9925,0.9925581844173423,0.9925,0.9924997078344292,0.11284492164850235,0.11284492164850235
stage3,2Nm,both_modalities_degraded,-6.0,20260807,5,0.5181816816329956,0.481818288564682,0.9925,0.9925647615298405,0.9924999999999999,0.9924913569610485,0.11246342211961746,0.11246342211961746
stage3,2Nm,both_modalities_degraded,-8.0,20260807,1,0.5151041150093079,0.48489588499069214,0.9675,0.9677772630418107,0.9675,0.9674104569155514,0.10119962692260742,0.10119962692260742
stage3,2Nm,both_modalities_degraded,-8.0,20260807,2,0.5155287981033325,0.4844712018966675,0.9685,0.9689147758017749,0.9684999999999999,0.9683963329343721,0.1012989729642868,0.1012989729642868
stage3,2Nm,both_modalities_degraded,-8.0,20260807,3,0.5156429409980774,0.4843570291996002,0.9645,0.9651848190120285,0.9644999999999999,0.9643515964492344,0.10110150277614594,0.10110151022672653
stage3,2Nm,both_modalities_degraded,-8.0,20260807,4,0.5154621601104736,0.48453783988952637,0.966,0.9666909892351422,0.966,0.9658339678945758,0.10128820687532425,0.10128820687532425
stage3,2Nm,both_modalities_degraded,-8.0,20260807,5,0.5158354640007019,0.4841645359992981,0.969,0.9696528572017566,0.969,0.9689011711821653,0.10203545540571213,0.10203545540571213
stage3,2Nm,both_modalities_degraded,-10.0,20260807,1,0.5128418803215027,0.4871581494808197,0.789,0.8096046107345843,0.789,0.7789732365081875,0.08797604590654373,0.08797604590654373
stage3,2Nm,both_modalities_degraded,-10.0,20260807,2,0.5134000182151794,0.48659998178482056,0.7855,0.8068785818956664,0.7855000000000001,0.7763116409861194,0.08830071985721588,0.08830071985721588
stage3,2Nm,both_modalities_degraded,-10.0,20260807,3,0.5127682685852051,0.4872317612171173,0.7955,0.8151910962425308,0.7955,0.7860008470424711,0.08753275871276855,0.08753275871276855
stage3,2Nm,both_modalities_degraded,-10.0,20260807,4,0.5134350657463074,0.4865649342536926,0.7875,0.8097043649550837,0.7875,0.7768726759089971,0.0884811133146286,0.0884811133146286
stage3,2Nm,both_modalities_degraded,-10.0,20260807,5,0.5131944417953491,0.4868055582046509,0.796,0.8154454892606162,0.796,0.7876519902625854,0.08820284903049469,0.08820284903049469
stage3,2Nm,vibration_only_degraded,0.0,20260807,1,0.5467098355293274,0.45329010486602783,1.0,1.0,1.0,1.0,0.13000674545764923,0.13000674545764923
stage3,2Nm,vibration_only_degraded,0.0,20260807,2,0.5464856624603271,0.45351433753967285,1.0,1.0,1.0,1.0,0.12994949519634247,0.12994949519634247
stage3,2Nm,vibration_only_degraded,0.0,20260807,3,0.5463747382164001,0.45362523198127747,1.0,1.0,1.0,1.0,0.12982739508152008,0.12982739508152008
stage3,2Nm,vibration_only_degraded,0.0,20260807,4,0.5464257001876831,0.4535742998123169,1.0,1.0,1.0,1.0,0.1298285871744156,0.1298285871744156
stage3,2Nm,vibration_only_degraded,0.0,20260807,5,0.546326756477356,0.45367324352264404,1.0,1.0,1.0,1.0,0.129810631275177,0.129810631275177
stage3,2Nm,vibration_only_degraded,-2.0,20260807,1,0.5444247722625732,0.45557525753974915,1.0,1.0,1.0,1.0,0.12607859075069427,0.12607859075069427
stage3,2Nm,vibration_only_degraded,-2.0,20260807,2,0.5451763868331909,0.45482364296913147,1.0,1.0,1.0,1.0,0.12645681202411652,0.12645681202411652
stage3,2Nm,vibration_only_degraded,-2.0,20260807,3,0.5448781847953796,0.4551217555999756,1.0,1.0,1.0,1.0,0.12629200518131256,0.12629202008247375
stage3,2Nm,vibration_only_degraded,-2.0,20260807,4,0.5446267127990723,0.4553733170032501,1.0,1.0,1.0,1.0,0.12620970606803894,0.12620970606803894
stage3,2Nm,vibration_only_degraded,-2.0,20260807,5,0.544638454914093,0.45536160469055176,1.0,1.0,1.0,1.0,0.12625759840011597,0.12625759840011597
stage3,2Nm,vibration_only_degraded,-4.0,20260807,1,0.5437957644462585,0.45620423555374146,0.999,0.9990049751243781,0.999,0.998999993749961,0.12137537449598312,0.12137537449598312
stage3,2Nm,vibration_only_degraded,-4.0,20260807,2,0.543771505355835,0.4562285244464874,0.998,0.998019801980198,0.998,0.99799994999875,0.12096577137708664,0.12096577137708664
stage3,2Nm,vibration_only_degraded,-4.0,20260807,3,0.5442642569541931,0.4557357132434845,0.999,0.9990049751243781,0.999,0.998999993749961,0.1213274896144867,0.1213274896144867
stage3,2Nm,vibration_only_degraded,-4.0,20260807,4,0.5438132286071777,0.45618680119514465,0.998,0.9980049501237531,0.998,0.9979999874999219,0.12069399654865265,0.12069399654865265
stage3,2Nm,vibration_only_degraded,-4.0,20260807,5,0.544172465801239,0.4558274447917938,0.9975,0.9975308641975309,0.9974999999999999,0.9974999023399352,0.12129191309213638,0.12129191309213638
stage3,2Nm,vibration_only_degraded,-6.0,20260807,1,0.5438093543052673,0.45619067549705505,0.975,0.9765592952737897,0.975,0.9749390761667186,0.1134188249707222,0.11341883987188339
stage3,2Nm,vibration_only_degraded,-6.0,20260807,2,0.5441102385520935,0.4558897912502289,0.981,0.9820671348732093,0.9810000000000001,0.9809742852881355,0.11336201429367065,0.11336201429367065
stage3,2Nm,vibration_only_degraded,-6.0,20260807,3,0.5434383153915405,0.45656171441078186,0.984,0.9849712428107026,0.984,0.9839796757641028,0.1127915307879448,0.1127915307879448
stage3,2Nm,vibration_only_degraded,-6.0,20260807,4,0.5432275533676147,0.45677250623703003,0.9775,0.9785964586352055,0.9775,0.9774659239633806,0.11326312273740768,0.11326313018798828
stage3,2Nm,vibration_only_degraded,-6.0,20260807,5,0.5436034202575684,0.4563966691493988,0.977,0.9787413143753756,0.977,0.9769187656793861,0.11283145844936371,0.11283145844936371
stage3,2Nm,vibration_only_degraded,-8.0,20260807,1,0.545562207698822,0.45443782210350037,0.9135,0.9220861962041486,0.9135,0.9121832498701989,0.10148512572050095,0.10148513317108154
stage3,2Nm,vibration_only_degraded,-8.0,20260807,2,0.5458874106407166,0.45411258935928345,0.9235,0.9312771217913062,0.9235,0.9225473382645344,0.10156035423278809,0.10156035423278809
stage3,2Nm,vibration_only_degraded,-8.0,20260807,3,0.54595947265625,0.4540404677391052,0.917,0.9241067666229608,0.917,0.9160209530333129,0.10134225338697433,0.10134225338697433
stage3,2Nm,vibration_only_degraded,-8.0,20260807,4,0.5458822846412659,0.4541177749633789,0.913,0.9224867574126145,0.9129999999999999,0.9117960758926742,0.1015012338757515,0.1015012338757515
stage3,2Nm,vibration_only_degraded,-8.0,20260807,5,0.5462368130683899,0.4537631869316101,0.9175,0.9275697325838264,0.9175000000000001,0.9160450354793417,0.102283775806427,0.1022837832570076
stage3,2Nm,vibration_only_degraded,-10.0,20260807,1,0.5481522679328918,0.45184773206710815,0.758,0.7912940662700132,0.7579999999999999,0.7485003460344787,0.086710125207901,0.086710125207901
stage3,2Nm,vibration_only_degraded,-10.0,20260807,2,0.5485894680023193,0.45141053199768066,0.7525,0.7852118237834804,0.7525000000000001,0.741782598508334,0.08705125004053116,0.08705125004053116
stage3,2Nm,vibration_only_degraded,-10.0,20260807,3,0.5481606721878052,0.4518393278121948,0.7565,0.786112030750717,0.7565000000000001,0.7465704299541293,0.08616848289966583,0.08616848289966583
stage3,2Nm,vibration_only_degraded,-10.0,20260807,4,0.548530101776123,0.45146989822387695,0.754,0.7888121502317961,0.754,0.7425849479237929,0.08718923479318619,0.08718924224376678
stage3,2Nm,vibration_only_degraded,-10.0,20260807,5,0.5484232902526855,0.45157673954963684,0.7615,0.794914728470955,0.7615000000000001,0.7535057964070172,0.08683288097381592,0.08683288097381592
stage3,2Nm,current_only_degraded,0.0,20260807,1,0.5467098355293274,0.45329010486602783,1.0,1.0,1.0,1.0,0.13000674545764923,0.13000674545764923
stage3,2Nm,current_only_degraded,0.0,20260807,2,0.5464856624603271,0.45351433753967285,1.0,1.0,1.0,1.0,0.12994949519634247,0.12994949519634247
stage3,2Nm,current_only_degraded,0.0,20260807,3,0.5463747382164001,0.45362523198127747,1.0,1.0,1.0,1.0,0.12982739508152008,0.12982739508152008
stage3,2Nm,current_only_degraded,0.0,20260807,4,0.5464257001876831,0.4535742998123169,1.0,1.0,1.0,1.0,0.1298285871744156,0.1298285871744156
stage3,2Nm,current_only_degraded,0.0,20260807,5,0.546326756477356,0.45367324352264404,1.0,1.0,1.0,1.0,0.129810631275177,0.129810631275177
stage3,2Nm,current_only_degraded,-2.0,20260807,1,0.5368631482124329,0.46313679218292236,1.0,1.0,1.0,1.0,0.12963084876537323,0.12963084876537323
stage3,2Nm,current_only_degraded,-2.0,20260807,2,0.5374011993408203,0.4625988304615021,1.0,1.0,1.0,1.0,0.12998154759407043,0.12998154759407043
stage3,2Nm,current_only_degraded,-2.0,20260807,3,0.5371947288513184,0.46280527114868164,1.0,1.0,1.0,1.0,0.12980514764785767,0.12980514764785767
stage3,2Nm,current_only_degraded,-2.0,20260807,4,0.5369750261306763,0.4630250036716461,1.0,1.0,1.0,1.0,0.12970982491970062,0.12970982491970062
stage3,2Nm,current_only_degraded,-2.0,20260807,5,0.5369394421577454,0.46306052803993225,1.0,1.0,1.0,1.0,0.12973631918430328,0.12973631918430328
stage3,2Nm,current_only_degraded,-4.0,20260807,1,0.5281394124031067,0.4718605875968933,1.0,1.0,1.0,1.0,0.12966550886631012,0.12966550886631012
stage3,2Nm,current_only_degraded,-4.0,20260807,2,0.5282561779022217,0.4717438220977783,1.0,1.0,1.0,1.0,0.12955471873283386,0.12955471873283386
stage3,2Nm,current_only_degraded,-4.0,20260807,3,0.5285118222236633,0.4714881181716919,1.0,1.0,1.0,1.0,0.12976156175136566,0.12976156175136566
stage3,2Nm,current_only_degraded,-4.0,20260807,4,0.5281481742858887,0.47185176610946655,1.0,1.0,1.0,1.0,0.1294160634279251,0.1294160634279251
stage3,2Nm,current_only_degraded,-4.0,20260807,5,0.5284789800643921,0.4715209901332855,1.0,1.0,1.0,1.0,0.12977927923202515,0.12977927923202515
stage3,2Nm,current_only_degraded,-6.0,20260807,1,0.5211478471755981,0.47885215282440186,1.0,1.0,1.0,1.0,0.12916460633277893,0.12916460633277893
stage3,2Nm,current_only_degraded,-6.0,20260807,2,0.5211312174797058,0.4788687825202942,1.0,1.0,1.0,1.0,0.1290411353111267,0.1290411353111267
stage3,2Nm,current_only_degraded,-6.0,20260807,3,0.520952582359314,0.47904741764068604,1.0,1.0,1.0,1.0,0.12888267636299133,0.12888269126415253
stage3,2Nm,current_only_degraded,-6.0,20260807,4,0.520763099193573,0.4792368710041046,1.0,1.0,1.0,1.0,0.12887677550315857,0.12887677550315857
stage3,2Nm,current_only_degraded,-6.0,20260807,5,0.5211323499679565,0.4788677394390106,1.0,1.0,1.0,1.0,0.12901091575622559,0.12901091575622559
stage3,2Nm,current_only_degraded,-8.0,20260807,1,0.5162686109542847,0.48373132944107056,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.1279096007347107,0.1279096007347107
stage3,2Nm,current_only_degraded,-8.0,20260807,2,0.5167880058288574,0.4832119643688202,0.999,0.9990049751243781,0.999,0.998999993749961,0.12825220823287964,0.12825220823287964
stage3,2Nm,current_only_degraded,-8.0,20260807,3,0.5163066983222961,0.48369327187538147,1.0,1.0,1.0,1.0,0.1279270350933075,0.1279270350933075
stage3,2Nm,current_only_degraded,-8.0,20260807,4,0.516587495803833,0.4834124743938446,0.999,0.9990049751243781,0.999,0.998999993749961,0.12820173799991608,0.12820173799991608
stage3,2Nm,current_only_degraded,-8.0,20260807,5,0.5168862342834473,0.4831138253211975,1.0,1.0,1.0,1.0,0.12838150560855865,0.12838150560855865
stage3,2Nm,current_only_degraded,-10.0,20260807,1,0.5134681463241577,0.4865318238735199,0.9965,0.9965601965601966,0.9964999999999999,0.996499732010732,0.12703917920589447,0.12703917920589447
stage3,2Nm,current_only_degraded,-10.0,20260807,2,0.5138929486274719,0.4861070513725281,0.998,0.998019801980198,0.998,0.99799994999875,0.1272902637720108,0.1272902637720108
stage3,2Nm,current_only_degraded,-10.0,20260807,3,0.5130772590637207,0.4869228005409241,0.9975,0.9975308641975309,0.9974999999999999,0.9974999023399352,0.1268128603696823,0.1268128603696823
stage3,2Nm,current_only_degraded,-10.0,20260807,4,0.513646125793457,0.4863538444042206,0.9975,0.9975308641975309,0.9974999999999999,0.9974999023399352,0.12722589075565338,0.12722589075565338
stage3,2Nm,current_only_degraded,-10.0,20260807,5,0.5138482451438904,0.48615169525146484,0.9965,0.9965601965601966,0.9964999999999999,0.996499732010732,0.12731042504310608,0.12731042504310608
stage3,4Nm,both_modalities_degraded,0.0,20260807,1,0.5491634607315063,0.45083653926849365,0.94,0.9538461538461538,0.9400000000000001,0.9386189258312021,0.12678304314613342,0.12678304314613342
stage3,4Nm,both_modalities_degraded,0.0,20260807,2,0.5492565035820007,0.45074352622032166,0.9365,0.9518026565464895,0.9365,0.9348583280838506,0.12662234902381897,0.12662234902381897
stage3,4Nm,both_modalities_degraded,0.0,20260807,3,0.5491702556610107,0.45082980394363403,0.9355,0.9512287334593573,0.9355,0.9337781278524894,0.1269150674343109,0.1269150674343109
stage3,4Nm,both_modalities_degraded,0.0,20260807,4,0.5494221448898315,0.45057791471481323,0.937,0.9520912547528517,0.937,0.9353974530702232,0.1270349621772766,0.1270349621772766
stage3,4Nm,both_modalities_degraded,0.0,20260807,5,0.5491350293159485,0.4508650302886963,0.934,0.9503759398496241,0.9339999999999999,0.932152861658657,0.12662798166275024,0.12662798166275024
stage3,4Nm,both_modalities_degraded,-2.0,20260807,1,0.5387834310531616,0.461216539144516,0.9585,0.965277406656717,0.9585000000000001,0.9580701535585906,0.12280319631099701,0.12280319631099701
stage3,4Nm,both_modalities_degraded,-2.0,20260807,2,0.5388513803482056,0.46114861965179443,0.955,0.963265306122449,0.9550000000000001,0.9544231682228201,0.12262235581874847,0.12262235581874847
stage3,4Nm,both_modalities_degraded,-2.0,20260807,3,0.5390516519546509,0.4609483778476715,0.956,0.9639344262295083,0.9560000000000001,0.9554610790565846,0.12284515798091888,0.12284515798091888
stage3,4Nm,both_modalities_degraded,-2.0,20260807,4,0.5392135977745056,0.460786372423172,0.9545,0.9629327902240327,0.9545,0.9539035552199634,0.12293534725904465,0.12293534725904465
stage3,4Nm,both_modalities_degraded,-2.0,20260807,5,0.5396327972412109,0.4603671729564667,0.9505,0.9599033142750895,0.9504999999999999,0.9497614142923068,0.1228751465678215,0.1228751465678215
stage3,4Nm,both_modalities_degraded,-4.0,20260807,1,0.5291991233825684,0.4708009660243988,0.9535,0.960075363825364,0.9535,0.9530817592491309,0.11729146540164948,0.11729146540164948
stage3,4Nm,both_modalities_degraded,-4.0,20260807,2,0.5300356149673462,0.4699643552303314,0.9495,0.9578794540414879,0.9495000000000001,0.9488298869844503,0.11723105609416962,0.11723105609416962
stage3,4Nm,both_modalities_degraded,-4.0,20260807,3,0.5297951698303223,0.47020483016967773,0.9535,0.9587886546282108,0.9535,0.9531095638527678,0.11695533245801926,0.11695533245801926
stage3,4Nm,both_modalities_degraded,-4.0,20260807,4,0.5296735167503357,0.4703264832496643,0.9535,0.9602570077325021,0.9535,0.9530115802671384,0.11690866947174072,0.11690866947174072
stage3,4Nm,both_modalities_degraded,-4.0,20260807,5,0.530076265335083,0.4699237048625946,0.958,0.9629916183107673,0.958,0.9576759565422769,0.11720797419548035,0.11720797419548035
stage3,4Nm,both_modalities_degraded,-6.0,20260807,1,0.5232607126235962,0.4767392575740814,0.9445,0.9513924218401375,0.9445,0.9439814497182176,0.10952014476060867,0.10952015221118927
stage3,4Nm,both_modalities_degraded,-6.0,20260807,2,0.5228948593139648,0.47710517048835754,0.9455,0.9514721844425168,0.9455,0.945039077403733,0.10882391780614853,0.10882391780614853
stage3,4Nm,both_modalities_degraded,-6.0,20260807,3,0.5239359140396118,0.47606411576271057,0.95,0.9542356961834246,0.95,0.9496128193177885,0.10900420695543289,0.10900420695543289
stage3,4Nm,both_modalities_degraded,-6.0,20260807,4,0.5226114988327026,0.47738853096961975,0.9445,0.9511675457130732,0.9445,0.9442377727724045,0.10907716304063797,0.10907716304063797
stage3,4Nm,both_modalities_degraded,-6.0,20260807,5,0.522939145565033,0.47706085443496704,0.9535,0.9579203743454183,0.9535,0.9533946810707985,0.10890927910804749,0.10890928655862808
stage3,4Nm,both_modalities_degraded,-8.0,20260807,1,0.5207451581954956,0.4792548418045044,0.941,0.9404622905504658,0.9410000000000001,0.9401998375043356,0.09901595860719681,0.09901595860719681
stage3,4Nm,both_modalities_degraded,-8.0,20260807,2,0.5213561058044434,0.47864392399787903,0.924,0.9232915638499077,0.924,0.922729287664108,0.0994558036327362,0.0994558036327362
stage3,4Nm,both_modalities_degraded,-8.0,20260807,3,0.5200396776199341,0.47996029257774353,0.936,0.9355753571744245,0.9359999999999999,0.9351253541037534,0.09924903512001038,0.09924903512001038
stage3,4Nm,both_modalities_degraded,-8.0,20260807,4,0.520491361618042,0.4795086681842804,0.94,0.9390707790123995,0.9400000000000001,0.9391214464001745,0.0989801287651062,0.0989801287651062
stage3,4Nm,both_modalities_degraded,-8.0,20260807,5,0.5200760960578918,0.47992390394210815,0.9365,0.936142372373433,0.9365,0.9356948772465271,0.09841521829366684,0.09841521829366684
stage3,4Nm,both_modalities_degraded,-10.0,20260807,1,0.5187883377075195,0.48121169209480286,0.7405,0.7621767912039304,0.7405,0.7263737687689016,0.08706721663475037,0.08706721663475037
stage3,4Nm,both_modalities_degraded,-10.0,20260807,2,0.5175076723098755,0.4824923276901245,0.751,0.7704035921412116,0.751,0.7380031486439733,0.0873294547200203,0.0873294547200203
stage3,4Nm,both_modalities_degraded,-10.0,20260807,3,0.5174035429954529,0.48259642720222473,0.7385,0.7571061375532178,0.7385,0.7236070544635979,0.08640185743570328,0.08640185743570328
stage3,4Nm,both_modalities_degraded,-10.0,20260807,4,0.5176922678947449,0.4823077321052551,0.7495,0.769923952852041,0.7495,0.7363932916306142,0.08708926290273666,0.08708926290273666
stage3,4Nm,both_modalities_degraded,-10.0,20260807,5,0.5168699026107788,0.4831300973892212,0.743,0.7624055672747855,0.743,0.7283952138352252,0.08675187826156616,0.08675187826156616
stage3,4Nm,vibration_only_degraded,0.0,20260807,1,0.5491634607315063,0.45083653926849365,0.94,0.9538461538461538,0.9400000000000001,0.9386189258312021,0.12678304314613342,0.12678304314613342
stage3,4Nm,vibration_only_degraded,0.0,20260807,2,0.5492565035820007,0.45074352622032166,0.9365,0.9518026565464895,0.9365,0.9348583280838506,0.12662234902381897,0.12662234902381897
stage3,4Nm,vibration_only_degraded,0.0,20260807,3,0.5491702556610107,0.45082980394363403,0.9355,0.9512287334593573,0.9355,0.9337781278524894,0.1269150674343109,0.1269150674343109
stage3,4Nm,vibration_only_degraded,0.0,20260807,4,0.5494221448898315,0.45057791471481323,0.937,0.9520912547528517,0.937,0.9353974530702232,0.1270349621772766,0.1270349621772766
stage3,4Nm,vibration_only_degraded,0.0,20260807,5,0.5491350293159485,0.4508650302886963,0.934,0.9503759398496241,0.9339999999999999,0.932152861658657,0.12662798166275024,0.12662798166275024
stage3,4Nm,vibration_only_degraded,-2.0,20260807,1,0.5480093955993652,0.45199060440063477,0.9655,0.9702773437248812,0.9655000000000001,0.9652563055556866,0.12275306135416031,0.12275306135416031
stage3,4Nm,vibration_only_degraded,-2.0,20260807,2,0.5480749607086182,0.4519250690937042,0.961,0.9673640167364017,0.961,0.9606256980420118,0.12257760018110275,0.12257760018110275
stage3,4Nm,vibration_only_degraded,-2.0,20260807,3,0.5482633709907532,0.45173659920692444,0.964,0.9694915254237287,0.9640000000000001,0.9637060187518903,0.12279032915830612,0.12279032915830612
stage3,4Nm,vibration_only_degraded,-2.0,20260807,4,0.5484307408332825,0.4515692889690399,0.9605,0.9670146137787057,0.9605,0.9601110201196354,0.12288166582584381,0.12288166582584381
stage3,4Nm,vibration_only_degraded,-2.0,20260807,5,0.5488474369049072,0.4511525630950928,0.9555,0.9632213919740735,0.9555,0.9549674193706507,0.12282794713973999,0.12282794713973999
stage3,4Nm,vibration_only_degraded,-4.0,20260807,1,0.5474749207496643,0.4525250792503357,0.9735,0.9745644948893208,0.9734999999999999,0.9734874775975791,0.11731990426778793,0.11731990426778793
stage3,4Nm,vibration_only_degraded,-4.0,20260807,2,0.5482523441314697,0.45174768567085266,0.9635,0.9663204921274273,0.9635,0.9633472538696488,0.11726512759923935,0.11726513504981995
stage3,4Nm,vibration_only_degraded,-4.0,20260807,3,0.5480520129203796,0.45194798707962036,0.971,0.9718420259270426,0.9710000000000001,0.9709644314284999,0.11698581278324127,0.11698581278324127
stage3,4Nm,vibration_only_degraded,-4.0,20260807,4,0.5479017496109009,0.45209819078445435,0.9715,0.9726091373819878,0.9715,0.9714551274238771,0.11693795770406723,0.11693795770406723
