protocol,load,scenario,snr_db,model_seed,noise_repeat,weight_vibration,weight_current,accuracy,macro_precision,macro_recall,macro_f1,weight_branch1_within_sd,weight_branch2_within_sd
stage3,2Nm,current_only_degraded,-6.0,20260806,2,0.37578144669532776,0.6242185831069946,1.0,1.0,1.0,1.0,0.024627823382616043,0.024627823382616043
stage3,2Nm,current_only_degraded,-6.0,20260806,3,0.37582314014434814,0.6241768598556519,1.0,1.0,1.0,1.0,0.0245936531573534,0.0245936531573534
stage3,2Nm,current_only_degraded,-6.0,20260806,4,0.37581688165664673,0.6241830587387085,1.0,1.0,1.0,1.0,0.02460198663175106,0.02460198663175106
stage3,2Nm,current_only_degraded,-6.0,20260806,5,0.3758034408092499,0.6241965889930725,1.0,1.0,1.0,1.0,0.024596134200692177,0.024596134200692177
stage3,2Nm,current_only_degraded,-8.0,20260806,1,0.36870962381362915,0.6312903165817261,1.0,1.0,1.0,1.0,0.023942705243825912,0.023942705243825912
stage3,2Nm,current_only_degraded,-8.0,20260806,2,0.36864838004112244,0.6313516497612,1.0,1.0,1.0,1.0,0.024020064622163773,0.024020062759518623
stage3,2Nm,current_only_degraded,-8.0,20260806,3,0.36874616146087646,0.6312537789344788,1.0,1.0,1.0,1.0,0.02394762821495533,0.02394762635231018
stage3,2Nm,current_only_degraded,-8.0,20260806,4,0.3686564266681671,0.6313435435295105,1.0,1.0,1.0,1.0,0.02395409718155861,0.023954099044203758
stage3,2Nm,current_only_degraded,-8.0,20260806,5,0.36874112486839294,0.6312589049339294,1.0,1.0,1.0,1.0,0.023946737870573997,0.023946737870573997
stage3,2Nm,current_only_degraded,-10.0,20260806,1,0.3655315041542053,0.6344684958457947,1.0,1.0,1.0,1.0,0.023634636774659157,0.023634634912014008
stage3,2Nm,current_only_degraded,-10.0,20260806,2,0.36550214886665344,0.6344979405403137,1.0,1.0,1.0,1.0,0.023645559325814247,0.023645561188459396
stage3,2Nm,current_only_degraded,-10.0,20260806,3,0.3655758202075958,0.6344242095947266,1.0,1.0,1.0,1.0,0.023697488009929657,0.023697488009929657
stage3,2Nm,current_only_degraded,-10.0,20260806,4,0.3654852509498596,0.6345147490501404,1.0,1.0,1.0,1.0,0.02370411343872547,0.023704111576080322
stage3,2Nm,current_only_degraded,-10.0,20260806,5,0.3654979169368744,0.6345020532608032,1.0,1.0,1.0,1.0,0.02366848662495613,0.023668484762310982
stage3,4Nm,both_modalities_degraded,0.0,20260806,1,0.41598013043403625,0.5840198993682861,1.0,1.0,1.0,1.0,0.030155159533023834,0.030155159533023834
stage3,4Nm,both_modalities_degraded,0.0,20260806,2,0.4160125255584717,0.5839875340461731,1.0,1.0,1.0,1.0,0.030205674469470978,0.030205674469470978
stage3,4Nm,both_modalities_degraded,0.0,20260806,3,0.4161739945411682,0.5838260054588318,1.0,1.0,1.0,1.0,0.030212756246328354,0.030212758108973503
stage3,4Nm,both_modalities_degraded,0.0,20260806,4,0.4159201681613922,0.5840798616409302,1.0,1.0,1.0,1.0,0.030231617391109467,0.030231617391109467
stage3,4Nm,both_modalities_degraded,0.0,20260806,5,0.41600799560546875,0.5839920043945312,1.0,1.0,1.0,1.0,0.03012917749583721,0.03012917935848236
stage3,4Nm,both_modalities_degraded,-2.0,20260806,1,0.39792388677597046,0.6020761728286743,1.0,1.0,1.0,1.0,0.02752845734357834,0.02752845734357834
stage3,4Nm,both_modalities_degraded,-2.0,20260806,2,0.3978123068809509,0.6021877527236938,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.027582326903939247,0.027582326903939247
stage3,4Nm,both_modalities_degraded,-2.0,20260806,3,0.3979286551475525,0.6020712852478027,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.027581708505749702,0.027581708505749702
stage3,4Nm,both_modalities_degraded,-2.0,20260806,4,0.39781349897384644,0.6021865010261536,0.999,0.9990049751243781,0.999,0.998999993749961,0.027485445141792297,0.027485443279147148
stage3,4Nm,both_modalities_degraded,-2.0,20260806,5,0.3979329466819763,0.6020669937133789,0.999,0.9990049751243781,0.999,0.998999993749961,0.027576031163334846,0.027576031163334846
stage3,4Nm,both_modalities_degraded,-4.0,20260806,1,0.3798007667064667,0.6201992034912109,0.9915,0.9918465227817747,0.9914999999999999,0.991496159984743,0.02506791427731514,0.02506791241466999
stage3,4Nm,both_modalities_degraded,-4.0,20260806,2,0.3801019489765167,0.6198980808258057,0.995,0.9951219512195122,0.9949999999999999,0.9949992186279106,0.025029949843883514,0.025029949843883514
stage3,4Nm,both_modalities_degraded,-4.0,20260806,3,0.37992948293685913,0.6200705766677856,0.993,0.9932367149758454,0.993,0.9929978555932755,0.025109751150012016,0.025109751150012016
stage3,4Nm,both_modalities_degraded,-4.0,20260806,4,0.37979957461357117,0.620200514793396,0.9925,0.9927710843373493,0.9925,0.9924973623539526,0.025187423452734947,0.025187423452734947
stage3,4Nm,both_modalities_degraded,-4.0,20260806,5,0.3799511194229126,0.6200489401817322,0.9935,0.9937046004842613,0.9935,0.9934982831403918,0.025036677718162537,0.025036677718162537
stage3,4Nm,both_modalities_degraded,-6.0,20260806,1,0.3643142580986023,0.6356858015060425,0.977,0.9792765277816695,0.977,0.9769285818434599,0.022963110357522964,0.022963110357522964
stage3,4Nm,both_modalities_degraded,-6.0,20260806,2,0.36420416831970215,0.6357958316802979,0.971,0.9746724890829694,0.9710000000000001,0.9708467632995935,0.02289138175547123,0.02289138175547123
stage3,4Nm,both_modalities_degraded,-6.0,20260806,3,0.36440953612327576,0.6355904340744019,0.9785,0.98058690744921,0.9785,0.9784662321781669,0.022823750972747803,0.022823750972747803
stage3,4Nm,both_modalities_degraded,-6.0,20260806,4,0.36432909965515137,0.6356709003448486,0.9775,0.9797752808988764,0.9775,0.97745858789471,0.022854221984744072,0.022854221984744072
stage3,4Nm,both_modalities_degraded,-6.0,20260806,5,0.3642484247684479,0.6357516050338745,0.9755,0.978173719376392,0.9754999999999999,0.9754077406018518,0.02300202287733555,0.02300202287733555
stage3,4Nm,both_modalities_degraded,-8.0,20260806,1,0.3517240881919861,0.6482758522033691,0.9615,0.9665582934660242,0.9615,0.9612257782374014,0.020433440804481506,0.020433440804481506
stage3,4Nm,both_modalities_degraded,-8.0,20260806,2,0.3513326346874237,0.6486673355102539,0.96,0.9654621257413746,0.9600000000000002,0.9596878026451664,0.020360242575407028,0.020360242575407028
stage3,4Nm,both_modalities_degraded,-8.0,20260806,3,0.351619154214859,0.6483808755874634,0.961,0.9664399108611452,0.9610000000000001,0.9608015581842407,0.020620126277208328,0.02062012441456318
stage3,4Nm,both_modalities_degraded,-8.0,20260806,4,0.3514055907726288,0.6485943794250488,0.9595,0.9647604722010662,0.9595,0.9592182097312094,0.0203317292034626,0.02033172734081745
stage3,4Nm,both_modalities_degraded,-8.0,20260806,5,0.3513195514678955,0.6486804485321045,0.9635,0.967585845365401,0.9635,0.9633028780233645,0.020383955910801888,0.020383955910801888
stage3,4Nm,both_modalities_degraded,-10.0,20260806,1,0.34116122126579285,0.6588387489318848,0.931,0.9377966440475334,0.931,0.9306565760074802,0.01746385544538498,0.01746385544538498
stage3,4Nm,both_modalities_degraded,-10.0,20260806,2,0.34126153588294983,0.6587385535240173,0.9355,0.9415405419001399,0.9355,0.9351426985019644,0.01750253140926361,0.01750253140926361
stage3,4Nm,both_modalities_degraded,-10.0,20260806,3,0.3410883843898773,0.6589116454124451,0.918,0.924699691559972,0.9179999999999999,0.9172846418278761,0.017560508102178574,0.017560508102178574
stage3,4Nm,both_modalities_degraded,-10.0,20260806,4,0.3410567343235016,0.658943235874176,0.934,0.9397462573481125,0.9339999999999999,0.9336891075906213,0.017443174496293068,0.017443176358938217
stage3,4Nm,both_modalities_degraded,-10.0,20260806,5,0.34100332856178284,0.6589966416358948,0.9305,0.9369963209090247,0.9305000000000001,0.930001215280468,0.017632190138101578,0.01763218827545643
stage3,4Nm,vibration_only_degraded,0.0,20260806,1,0.41598013043403625,0.5840198993682861,1.0,1.0,1.0,1.0,0.030155159533023834,0.030155159533023834
stage3,4Nm,vibration_only_degraded,0.0,20260806,2,0.4160125255584717,0.5839875340461731,1.0,1.0,1.0,1.0,0.030205674469470978,0.030205674469470978
stage3,4Nm,vibration_only_degraded,0.0,20260806,3,0.4161739945411682,0.5838260054588318,1.0,1.0,1.0,1.0,0.030212756246328354,0.030212758108973503
stage3,4Nm,vibration_only_degraded,0.0,20260806,4,0.4159201681613922,0.5840798616409302,1.0,1.0,1.0,1.0,0.030231617391109467,0.030231617391109467
stage3,4Nm,vibration_only_degraded,0.0,20260806,5,0.41600799560546875,0.5839920043945312,1.0,1.0,1.0,1.0,0.03012917749583721,0.03012917935848236
stage3,4Nm,vibration_only_degraded,-2.0,20260806,1,0.41301411390304565,0.5869859457015991,1.0,1.0,1.0,1.0,0.029496971517801285,0.029496971517801285
stage3,4Nm,vibration_only_degraded,-2.0,20260806,2,0.4129089415073395,0.5870910882949829,0.999,0.9990049751243781,0.999,0.998999993749961,0.02956037037074566,0.02956037037074566
stage3,4Nm,vibration_only_degraded,-2.0,20260806,3,0.41302385926246643,0.5869761109352112,0.9995,0.9995012468827931,0.9995,0.9994999992187488,0.029556352645158768,0.02955635078251362
stage3,4Nm,vibration_only_degraded,-2.0,20260806,4,0.4129006266593933,0.5870993733406067,0.999,0.9990049751243781,0.999,0.998999993749961,0.029449403285980225,0.029449403285980225
stage3,4Nm,vibration_only_degraded,-2.0,20260806,5,0.4130239188671112,0.5869760513305664,0.9985,0.9985111662531019,0.9984999999999999,0.9984999789059532,0.029554203152656555,0.029554205015301704
stage3,4Nm,vibration_only_degraded,-4.0,20260806,1,0.4087756276130676,0.5912243723869324,0.98,0.9818181818181818,0.9800000000000001,0.9799498746867169,0.028585005551576614,0.028585005551576614
stage3,4Nm,vibration_only_degraded,-4.0,20260806,2,0.4091185927391052,0.59088134765625,0.9855,0.9864801864801865,0.9855,0.9854809210227815,0.028576914221048355,0.028576914221048355
stage3,4Nm,vibration_only_degraded,-4.0,20260806,3,0.40892985463142395,0.5910701751708984,0.9795,0.98140589569161,0.9795,0.9794460136702808,0.028689736500382423,0.028689736500382423
stage3,4Nm,vibration_only_degraded,-4.0,20260806,4,0.4088003635406494,0.5911996364593506,0.977,0.979372197309417,0.977,0.9769237039963379,0.028707750141620636,0.028707748278975487
stage3,4Nm,vibration_only_degraded,-4.0,20260806,5,0.4089824855327606,0.5910175442695618,0.985,0.9860465116279069,0.985,0.9849788765451416,0.02860838547348976,0.02860838547348976
stage3,4Nm,vibration_only_degraded,-6.0,20260806,1,0.40353259444236755,0.5964674353599548,0.9275,0.9467889908256881,0.9275,0.9251594173966652,0.02736911177635193,0.02736911177635193
stage3,4Nm,vibration_only_degraded,-6.0,20260806,2,0.40340399742126465,0.5965960621833801,0.923,0.9444043321299638,0.923,0.9200368661201654,0.027350541204214096,0.027350541204214096
stage3,4Nm,vibration_only_degraded,-6.0,20260806,3,0.40357983112335205,0.596420168876648,0.929,0.9476014760147601,0.929,0.9269265118359927,0.027160795405507088,0.027160795405507088
stage3,4Nm,vibration_only_degraded,-6.0,20260806,4,0.4035413861274719,0.5964585542678833,0.93,0.9481481481481481,0.93,0.9279049644127777,0.027297325432300568,0.02729732356965542
stage3,4Nm,vibration_only_degraded,-6.0,20260806,5,0.4034349322319031,0.5965650677680969,0.931,0.9486988847583643,0.931,0.9288838500634506,0.027435867115855217,0.027435867115855217
stage3,4Nm,vibration_only_degraded,-8.0,20260806,1,0.39654406905174255,0.6034559607505798,0.8625,0.9166666517710848,0.8625,0.8451781248419479,0.02496633119881153,0.02496633119881153
stage3,4Nm,vibration_only_degraded,-8.0,20260806,2,0.3960590660572052,0.6039409637451172,0.8565,0.9138736062955408,0.8564999999999999,0.8384915621216249,0.024869393557310104,0.024869393557310104
stage3,4Nm,vibration_only_degraded,-8.0,20260806,3,0.3964739739894867,0.6035259962081909,0.8565,0.9145395462749775,0.8565000000000002,0.8398416864182003,0.025229794904589653,0.025229794904589653
stage3,4Nm,vibration_only_degraded,-8.0,20260806,4,0.3961350619792938,0.603864848613739,0.8555,0.9134033179358834,0.8555000000000001,0.8385300852512947,0.024827050045132637,0.024827051907777786
stage3,4Nm,vibration_only_degraded,-8.0,20260806,5,0.39601874351501465,0.6039812564849854,0.8525,0.9126113358207298,0.8525,0.8336841506036713,0.02485872246325016,0.02485872246325016
stage3,4Nm,vibration_only_degraded,-10.0,20260806,1,0.38760867714881897,0.6123912930488586,0.782,0.871553820924078,0.782,0.7462986899084925,0.02143491432070732,0.021434912458062172
stage3,4Nm,vibration_only_degraded,-10.0,20260806,2,0.38778093457221985,0.6122190952301025,0.7775,0.8657418090511161,0.7775000000000001,0.7415253527275716,0.021635601297020912,0.021635599434375763
stage3,4Nm,vibration_only_degraded,-10.0,20260806,3,0.38746899366378784,0.6125310063362122,0.776,0.860592394902685,0.776,0.7422592484263355,0.021673481911420822,0.021673481911420822
stage3,4Nm,vibration_only_degraded,-10.0,20260806,4,0.38746824860572815,0.6125317215919495,0.782,0.8698351298278639,0.782,0.7506432041135932,0.021443607285618782,0.021443605422973633
stage3,4Nm,vibration_only_degraded,-10.0,20260806,5,0.3873694837093353,0.6126304864883423,0.7815,0.8654174503455708,0.7815000000000001,0.7464419035005004,0.021647362038493156,0.021647362038493156
stage3,4Nm,current_only_degraded,0.0,20260806,1,0.41598013043403625,0.5840198993682861,1.0,1.0,1.0,1.0,0.030155159533023834,0.030155159533023834
stage3,4Nm,current_only_degraded,0.0,20260806,2,0.4160125255584717,0.5839875340461731,1.0,1.0,1.0,1.0,0.030205674469470978,0.030205674469470978
stage3,4Nm,current_only_degraded,0.0,20260806,3,0.4161739945411682,0.5838260054588318,1.0,1.0,1.0,1.0,0.030212756246328354,0.030212758108973503
stage3,4Nm,current_only_degraded,0.0,20260806,4,0.4159201681613922,0.5840798616409302,1.0,1.0,1.0,1.0,0.030231617391109467,0.030231617391109467
stage3,4Nm,current_only_degraded,0.0,20260806,5,0.41600799560546875,0.5839920043945312,1.0,1.0,1.0,1.0,0.03012917749583721,0.03012917935848236
stage3,4Nm,current_only_degraded,-2.0,20260806,1,0.40067535638809204,0.5993247032165527,1.0,1.0,1.0,1.0,0.02812793292105198,0.02812793478369713
