Samples,Acc_Mean,Acc_Std,F1_Mean,F1_Std,Prec_Mean,Prec_Std,Recall_Mean,Recall_Std
5,0.7229656419529837,0.03448724163252472,0.7076235813792462,0.04198049905613093,0.7899919754604147,0.03224545445878246,0.7229656419529837,0.03448724163252473
6,0.8109590282813632,0.039486423271476806,0.7954935631495947,0.04228579396840269,0.8660429616710288,0.017906685250210434,0.8109590282813632,0.03948642327147679
7,0.8443747728098874,0.021773443359856266,0.8293047605878425,0.028413668559031078,0.8767589503613903,0.012935005460704098,0.8443747728098874,0.021773443359856263
8,0.8643859329446064,0.030215105289399392,0.8558954697634826,0.026959972844016543,0.8869968401587619,0.02047614398320921,0.8643859329446064,0.030215105289399427
9,0.8249908659115821,0.0346306046359453,0.8129698393102667,0.03852806496899141,0.8729884218260717,0.02090421778417745,0.824990865911582,0.03463060463594531
10,0.8514652014652014,0.04510591536015719,0.8399316365561251,0.04981694463713059,0.8862830221803271,0.030222335026215606,0.8514652014652014,0.04510591536015723
11,0.8745409474843923,0.030930160020660128,0.8671811220795606,0.03293757850995812,0.9041525095985568,0.0197202063680035,0.8745409474843923,0.030930160020660107
12,0.9208394698085419,0.024349205769642543,0.9169645628859575,0.024977911512709852,0.935227726033077,0.016181624570913013,0.920839469808542,0.024349205769642595
13,0.9145441122185307,0.027904266656951175,0.9082732234522477,0.03172989401766155,0.9349514982122291,0.01932937044858189,0.9145441122185308,0.02790426665695122
14,0.8807364914877868,0.027897345524635558,0.8750490515151669,0.027146448920456444,0.908734280463232,0.021122870564421366,0.8807364914877868,0.027897345524635537
15,0.9096011131725418,0.03020242772613922,0.9019807081284168,0.0329326789998041,0.9293741202878494,0.02314187649935357,0.9096011131725417,0.030202427726139198
16,0.9215494791666667,0.037968505364213694,0.918240203693285,0.03955560980383062,0.9404254418190845,0.022222262589701593,0.9215494791666666,0.037968505364213666
17,0.9466616933979859,0.022568518474309344,0.9449069375006116,0.023180556097616604,0.954529885274961,0.017769923479117104,0.9466616933979859,0.02256851847430932
18,0.9382479431563201,0.019788218931659354,0.9329680506888305,0.024610836256820486,0.9494420156128496,0.014486383196707683,0.9382479431563202,0.019788218931659322
19,0.9386014248218972,0.02792944678560103,0.9357329325935069,0.029313337940061846,0.949236533965317,0.01753661878650308,0.9386014248218972,0.027929446785600987
20,0.9448778195488722,0.037115344698855676,0.9421914687354743,0.03936808252604788,0.9601994144764125,0.020973511835837618,0.9448778195488723,0.03711534469885565
21,0.9523181304183943,0.020466562386082066,0.9502782170143746,0.021924844709935973,0.9618316107935809,0.013012193017792049,0.9523181304183943,0.02046656238608205
22,0.9530423280423281,0.03378912550387634,0.9516511624022037,0.03526433481001637,0.9630732334842373,0.022035829079361247,0.9530423280423281,0.033789125503876374
23,0.9226506252368321,0.026903087937258468,0.91726304807841,0.029336778077325758,0.94017403322986,0.016247899159623908,0.9226506252368321,0.026903087937258464
24,0.9573518237082067,0.02651743654989219,0.956080950718784,0.02749194338156118,0.9668214759624209,0.015726207099211603,0.9573518237082066,0.02651743654989217
25,0.9684761904761905,0.023211342914818547,0.9671417861204951,0.02543281944975647,0.9745429004428976,0.014124596873642,0.9684761904761905,0.023211342914818526
26,0.974025974025974,0.023196679069043512,0.9732388119050301,0.024498323534826894,0.979313281814397,0.014987693149589844,0.974025974025974,0.023196679069043553
27,0.9647644580620451,0.013753201356549581,0.9636971853920209,0.014572924143992116,0.9703910068090995,0.009580111511873426,0.9647644580620451,0.013753201356549564
28,0.9768625192012288,0.012217701348188984,0.9763494837969997,0.012865412602930233,0.9787514621603944,0.010650854778199744,0.9768625192012288,0.012217701348188992
29,0.9882556796303428,0.008584326842359631,0.9881093794568666,0.00884415740530971,0.9891317374521214,0.007489999624826645,0.9882556796303427,0.008584326842359621
30,0.9875,0.007886608396561584,0.9873559599109742,0.008096511274606519,0.9882687491035158,0.006989489898964671,0.9874999999999999,0.00788660839656157
