Samples,Acc_Mean,Acc_Std,F1_Mean,F1_Std,Prec_Mean,Prec_Std,Recall_Mean,Recall_Std
5,0.6520795660036167,0.07884226155804443,0.6198415622995526,0.10626520629022979,0.6695939189543894,0.13074017092856777,0.6520795660036166,0.0788422615580444
6,0.5843908629441624,0.05060051351393643,0.5501515401973418,0.06869694714560874,0.6419658360594377,0.09644042758666219,0.5843908629441624,0.050600513513936414
7,0.6253180661577608,0.14237509697467482,0.5921176240323693,0.16953262853753098,0.6939715531439514,0.19874958106988114,0.6253180661577609,0.14237509697467488
8,0.6633564139941691,0.2098440164110799,0.6268178036215224,0.2470452822791365,0.6647488145647653,0.27564126283035756,0.6633564139941691,0.20984401641107991
9,0.5734380708805262,0.10005992595969225,0.537803653145302,0.11667631046654602,0.6166519620128391,0.14064698423196567,0.5734380708805261,0.10005992595969224
10,0.6347985347985348,0.12145605465810123,0.6015166980999682,0.15406117419495313,0.673133048325504,0.19617739799454614,0.6347985347985348,0.1214560546581012
11,0.7677653323540212,0.12081270637604183,0.752510283633943,0.13044325932195186,0.8030764480085152,0.11181494512670058,0.7677653323540212,0.12081270637604183
12,0.5972017673048601,0.23270511632479415,0.5495689804108208,0.2607764618141616,0.6216721754211694,0.3067242697961784,0.5972017673048601,0.23270511632479415
13,0.6966131413805833,0.14090709341210234,0.6614928793493071,0.15916727751781817,0.7138443799019619,0.15123878607248312,0.6966131413805833,0.1409070934121024
14,0.5738341968911918,0.13673941173902113,0.5329543181858792,0.15565395713439945,0.6298779212617551,0.1717234427667746,0.5738341968911918,0.13673941173902113
15,0.7015306122448981,0.12557418182714164,0.6801459181327849,0.1431076990136797,0.7463607870601716,0.14752872464298317,0.7015306122448981,0.12557418182714167
16,0.6396484375,0.09135929539040895,0.6061582854825093,0.11446977527424573,0.6851806105265565,0.10715769894090768,0.6396484375,0.0913592953904089
17,0.6634185005594927,0.20828973499208045,0.6313448083937062,0.23820241067442358,0.6779293291861037,0.2480813745355526,0.6634185005594928,0.20828973499208048
18,0.7011032161555723,0.2923210355291491,0.6714925576265601,0.33062944353581064,0.696996280142933,0.33673670171687226,0.7011032161555723,0.2923210355291491
19,0.7543588301462317,0.08482945580267716,0.7423595481970702,0.08373078269038699,0.8156020003410933,0.06299815008400665,0.7543588301462318,0.0848294558026772
20,0.6364661654135338,0.2415154604184181,0.6098848584480645,0.26947560172648366,0.6728190589003615,0.2698157458036739,0.6364661654135338,0.24151546041841812
21,0.7373256690539012,0.0986856838222603,0.7196356556322776,0.11118590444773799,0.8194383428323058,0.07798751300532158,0.7373256690539012,0.0986856838222603
22,0.618291761148904,0.14911176998429668,0.5756204001458933,0.17706766203168986,0.6300200849851798,0.1919392581569623,0.618291761148904,0.14911176998429673
23,0.6822660098522167,0.07559919119582083,0.664232550924652,0.08550106660740403,0.7739396452524685,0.10749147812486899,0.6822660098522169,0.0755991911958208
24,0.8238981762917933,0.11582211719907248,0.8087247265726578,0.12795720882797523,0.9040730494839548,0.0645721608446423,0.8238981762917934,0.11582211719907247
25,0.6721904761904762,0.19657382796616094,0.6274482324976558,0.22044485996288818,0.6591625540082298,0.23148303509775262,0.6721904761904762,0.19657382796616096
26,0.7502864782276547,0.16860565426408414,0.7279101271711459,0.18054958208658894,0.7913014423699738,0.16669919319304574,0.7502864782276547,0.16860565426408416
27,0.7846131750287246,0.20784317412961376,0.7639242155464836,0.236297685455917,0.8047279711962637,0.21067975689074595,0.7846131750287246,0.20784317412961373
28,0.8298771121351767,0.08261528154337383,0.8115127951958723,0.09169672944340398,0.8609058018758764,0.07496091793296408,0.8298771121351767,0.08261528154337386
29,0.7744994224104736,0.11527666015642529,0.7448257924619748,0.14553394733323324,0.8109795277334026,0.13613832491019268,0.7744994224104738,0.11527666015642533
30,0.7415057915057914,0.23215752608595838,0.7174673406860546,0.2531509128295817,0.8014462164975114,0.2089479863274386,0.7415057915057914,0.23215752608595835
